LOCALIDADES,Apango de Zaragoza,La Compaa,San Jos Alchichica,Xochimilco,Tepeyahualco de Cuauhtmoc,Petlalcingo,San Francisco Independencia (Santa Mara Aserradero),San Vicente Boquern,San Francisco Cuautlancingo (El Barrio),Santa Clara Huitziltepec,La Pursima de Hidalgo,San Cristbal Tepeteopan,Tepanco de Lpez,Santiago Acozac,San Miguel Zacaola,Tlacamilco,Jess Nazareno,Nicols Bravo,Emilio Portes Gil,Francisco I. Madero,Santo Nombre,San Pablo de las Tunas,Atzitzintla,San Nicols Buenos Aires,San Andrs Cacaloapan,La Pursima,San Jos Tuzuapan,San Antonio Portezuelo,San Nicols Zoyapetlayoca,Santa Rosa,San Pablo Actipan,San Lorenzo Ometepec,Benito Jurez,San Jos Ixtapa,Aljojuca,Azumbilla,Cuesta Blanca,Mximo Serdn,Santa Mara Nenetzintla,Santa Ins Ahuatempan,Morelos Caada,San Miguel Zozutla,Ahuatepec,Tlanepantla,San Jernimo Ocotitln,San Jos Chiapa,Santiago Tenango,Palmar de Bravo,San Juan Ixcaquixtla,Tepexi de Rodrguez,San Simn de Bravo,San Martn Caltenco,Xochitln,Tecali de Herrera,Santo Toms Hueyotlipan,El Rincn Citlaltpetl,Chapulco,Santa Mara Coatepec,San Bartolo Teontepec,Santa rsula Chiconquiac,San Gabriel Tetzoyocan,Atoyatempan,San Agustn Tlaxco,La Magdalena Tetela Morelos,Soltepec,Tochtepec,Santa Mara la Alta,Nopalucan de la Granja,San Sebastin Villanueva,Yehualtepec,Cuapiaxtla de Madero,Actipan de Morelos (Santa Mara Actipan),Santa Mara Ixtiyucan,Tlachichuca,Santiago Acatln,Santiago Alseseca,Esperanza,Cuapiaxtla,Cuacnopalan,San Miguel Xaltepec,Tlacotepec de Benito Jurez,San Hiplito Xochiltenango,Magdalena Cuayucatepec,San Marcos Tlacoyalco,Oriental,Guadalupe Victoria,Ciudad de Rafael Lara Grajales,Quecholac,San Mateo Tlaixpan,San Salvador Huixcolotla,Santiago Miahuatln,Villa de El Carmen Tequexquitla,Ciudad de Libres,Tepatlaxco de Hidalgo,Acatln de Osorio,Los Reyes de Jurez,Palmarito Tochapan,San Salvador el Seco,Acajete,Ciudad Serdn,Acatzingo de Hidalgo,Tepeaca,Tecamachalco,Heroica Ciudad de Huajuapan de Len, 
Quecholac,46.833,7.071,72.76,18.166,37.311,145.416,63.063,122.158,60.47,35.125,23.264,57.03,52.914,21.078,28.535,41.582,9.818,25.287,52.819,93.035,37.818,7.326,51.454,42.075,48.796,21.133,9.108,10.496,27.816,19.513,34.703,28.778,26.393,43.518,42.391,60.087,36.866,51.309,43.686,95.623,40.232,30.475,39.008,35.388,41.205,47.361,7.863,24.235,85.926,69.952,5.805,22.827,35.572,43.841,31.943,66.609,88.172,35.79,64.464,8.145,26.437,42.125,49.082,38.14,29.775,24.468,47.745,48.471,20.081,26.923,31.132,16.207,41.459,57.524,36.002,16.364,43.991,92.879,32.683,17.1,36.508,29.201,65.237,41.464,67.941,74.776,44.579,0,13.916,20.255,71.983,65.184,85.101,51.357,127.744,24.329,6.582,33.425,55.87,56.191,21.923,35.884,13.412,185.71, 
San Mateo Tlaixpan,40.575,6.845,75.292,12.208,26.764,128.97,65.595,111.611,63.493,24.481,12.62,51.072,46.956,10.92,17.988,35.324,14.958,16.818,55.351,95.567,31.86,9.737,54.477,44.607,42.837,22.54,8.935,11.106,18.146,8.966,25.033,18.134,19.172,46.541,44.922,54.754,35.694,53.841,37.428,85.076,41.639,24.516,27.698,24.078,34.947,49.893,18.535,23.828,75.379,59.405,8.434,12.281,26.349,34.171,20.634,60.352,74.755,38.321,58.506,13.479,20.479,30.625,42.825,31.882,32.307,13.824,41.786,44.273,22.613,20.965,15.015,9.762,37.261,60.056,29.744,10.406,47.014,86.621,28.458,16.591,30.55,19.531,59.279,35.506,70.473,77.308,47.111,13.916,0,5.918,64.817,64.618,84.535,44.928,117.21,9.774,12.508,32.859,49.441,62.733,11.028,24.236,4.503,172.155, 
San Salvador Huixcolotla,35.22,12.242,77.456,14.902,21.181,123.387,67.759,106.028,66.344,26.849,11.639,53.766,49.649,8.693,12.405,33.097,22.259,14.591,57.515,97.731,34.553,17.293,63.355,46.771,45.531,29.841,16.235,15.629,12.563,5.386,19.449,16.108,16.945,55.419,47.086,62.055,42.995,74.43,32.073,79.493,48.94,27.21,22.115,18.495,29.592,45.085,27.066,31.129,69.796,53.822,13.832,6.697,28.87,28.587,15.051,58.125,77.448,40.485,61.2,22.703,23.173,25.042,35.401,33.027,34.471,11.364,44.48,42.046,24.777,23.658,9.432,7.535,35.034,62.22,24.39,13.099,55.892,84.394,35.759,23.891,33.244,13.947,61.972,38.199,72.636,79.472,41.81,20.255,5.918,0,67.517,65.831,85.748,42.709,111.61,7.555,19.826,34.071,47.222,61.915,8.809,18.635,7.204,166.555, 
Santiago Miahuatln,113.543,79.054,157.618,57.791,70.572,94.632,71.496,104.057,61.219,64.831,70.508,15.822,17.935,87.788,75.778,108.292,64.921,91.997,137.677,119.02,38.262,79.309,52.203,126.933,21.954,60.013,70.568,95.791,75.936,66.757,82.823,76.022,93.103,28.336,77.366,14.806,53.391,149.625,110.396,85.392,28.047,44.66,85.489,81.869,107.915,149.117,79.846,56.046,60.042,83.563,77.788,70.071,50.778,91.961,78.425,133.32,10.633,83.305,13.68,80.128,50.368,88.415,115.793,104.85,114.633,71.712,32.104,120.724,104.939,50.07,72.805,90.129,113.712,77.353,102.712,55.04,44.23,159.589,49.208,64.123,35.546,77.321,5.564,34.518,152.799,99.837,120.488,71.983,64.817,67.517,0,133.156,153.073,117.377,101.038,74.88,66.122,101.396,121.89,79.496,76.134,82.301,60.944,129.981, 
Villa de El Carmen Tequexquitla,50.126,58.113,40.635,80.271,85.605,187.811,53.58,170.452,66.912,91.273,77.009,119.135,115.018,62.481,76.829,53.069,87.863,49.67,20.694,60.91,99.922,52.496,86.504,32.592,110.9,86.317,74.022,51.293,70.155,70.756,78.128,80.532,52.783,113.483,41.757,130.052,106.831,25.884,52.639,143.917,112.639,92.579,81.347,77.727,55.338,16.963,56.972,94.2,134.22,118.246,59.702,72.066,94.239,86.601,74.282,36.539,142.817,41.053,126.569,51.693,88.542,84.464,52.947,50.919,36.382,76.733,109.849,25.359,50.935,89.027,73.472,60.619,25.758,48.041,69.935,78.468,82.008,14.22,102.648,87.064,98.613,71.54,127.341,103.568,7.833,42.651,21.301,65.184,64.618,65.831,133.156,0,21.166,59.169,247.071,61.541,67.938,33.319,44.053,62.704,58.438,70.05,72.812,230.501, 
Ciudad de Libres,66.192,78.03,60.552,100.188,105.522,207.728,73.497,190.369,86.829,111.19,96.926,139.052,134.935,82.398,96.746,69.135,107.78,70.198,40.611,80.827,119.839,72.413,106.421,52.509,130.817,106.234,93.939,71.21,90.072,90.673,97.412,100.449,96.203,133.4,61.674,149.969,126.748,39.387,68.705,163.834,132.556,112.496,101.264,97.644,84.733,37.491,76.889,114.117,154.137,138.163,79.619,91.983,114.156,105.885,94.199,52.605,162.734,60.97,146.486,71.61,108.459,104.381,69.014,66.985,56.91,96.65,129.766,45.887,70.852,108.944,93.389,80.536,46.286,67.958,89.46,98.385,101.925,33.776,122.565,106.981,118.53,98.304,147.258,123.485,13.906,62.568,41.828,85.101,84.535,85.748,153.073,21.166,0,82.52,256.765,81.879,88.276,53.657,64.392,83.042,78.776,93.76,93.15,250.839, 
Tepatlaxco de Hidalgo,6.984,49.3,104.44,55.86,50.468,152.674,94.743,135.315,93.329,56.136,51.75,94.724,90.608,35.353,41.692,9.927,59.728,38.819,84.499,124.715,75.512,44.277,93.284,73.755,86.489,66.658,52.747,42.613,34.73,45.498,30.846,45.395,29.637,85.348,74.071,101.917,78.696,42.656,4.048,108.78,84.504,68.168,41.985,42.302,7.129,42.148,54.967,66.065,99.083,83.109,47.019,42.64,69.828,39.319,38.857,26.351,130.002,67.47,102.158,49.688,64.131,49.039,5.665,4.862,61.455,49.7,85.438,34.539,51.761,64.616,38.335,36.951,39.732,89.204,13.48,54.057,85.821,57.522,74.513,58.929,74.202,31.738,102.931,79.158,65.754,106.456,38.753,51.357,44.928,42.709,117.377,59.169,82.52,0,205.474,45.022,59.796,68.425,5.875,108.75,42.616,16.933,38.519,185.961, 
Acatln de Osorio,130.777,123.409,186.96,138.863,90.536,25.616,179.324,9.181,169.047,86.282,101.695,90.602,99.006,109.568,99.336,132.744,153.136,121.34,167.019,207.236,94.431,126.797,160.031,156.276,103.026,148.228,123.724,125.133,106.29,106.05,107.772,96.895,120.083,151.419,156.591,121.065,141.606,230.558,127.63,32.465,134.307,125.731,98.18,98.97,125.149,230.05,134.555,144.261,60.409,59.409,124.999,102.75,93.558,109.89,100.677,214.253,116.892,149.99,87.355,132.208,131.44,95.356,185.13,128.584,143.975,100.707,87.052,222.441,134.281,131.142,104.866,110.733,143.055,185.181,119.946,136.112,152.568,231.767,137.423,152.338,116.618,109.504,96.422,115.59,254.749,188.977,226.655,127.744,117.21,111.61,101.038,247.071,256.765,205.474,0,109.255,151.287,144.091,193.345,168.792,118.282,114.27,114.487,65.919, 
Los Reyes de Jurez,34.023,17.806,72.946,21.995,19.009,121.215,63.249,103.856,61.834,24.677,18.733,60.859,56.742,1.565,10.233,28.772,32.7,10.266,53.005,93.221,41.646,12.783,66.256,42.261,52.624,39.63,25.719,11.119,9.795,12.48,16.682,13.936,12.62,58.32,42.576,74.889,51.668,51.495,30.876,77.321,57.476,34.303,20.987,17.367,28.395,47.547,23.472,39.037,67.624,51.65,15.525,9.669,35.963,25.82,13.922,53.8,84.541,35.975,68.293,18.193,30.266,24.104,36.273,25.33,29.961,18.241,51.573,37.721,20.267,30.751,5.364,1.818,30.709,57.71,23.192,20.192,58.793,80.069,47.485,31.901,40.337,11.18,69.065,45.292,68.126,74.962,44.765,24.329,9.774,7.555,74.88,61.541,81.879,45.022,109.255,0,24.03,30.101,42.705,57.945,4.292,15.858,14.307,164.258, 
Palmarito Tochapan,48.798,13.653,79.342,17.718,36.863,144.968,61.322,121.71,51.045,34.677,22.816,56.582,52.466,23.043,28.087,43.547,3.577,27.252,59.401,99.617,37.37,13.908,42.029,48.657,48.348,13.27,3.573,17.078,28.244,19.065,35.131,28.33,28.358,34.093,48.973,45.484,26.424,84.879,45.651,95.175,32.369,30.027,37.797,34.177,43.17,53.943,14.445,14.558,85.478,69.504,12.387,22.379,35.124,44.269,30.733,68.574,55.406,42.372,64.016,14.727,25.989,40.724,51.047,40.105,36.357,24.02,47.297,55.979,26.663,26.475,25.114,22.789,48.967,64.106,37.967,15.916,34.566,94.844,19.188,4.603,36.06,29.629,64.789,41.016,74.523,81.358,51.161,6.582,12.508,19.826,66.122,67.938,88.276,59.796,151.287,24.03,0,40.007,57.263,52.25,23.316,37.276,12.967,181.769, 
San Salvador el Seco,57.426,26.354,44.723,48.511,53.845,156.051,34.331,138.692,33.065,59.513,45.249,87.375,83.258,30.722,45.069,52.175,56.103,33.669,24.782,64.999,68.162,20.736,52.657,14.039,79.14,54.558,42.263,19.534,38.395,38.996,45.282,48.772,36.023,81.723,13.807,74.668,51.37,34.931,54.279,112.157,62.801,60.819,49.587,45.967,51.798,24.214,25.213,62.44,102.46,86.486,27.943,40.306,62.479,54.42,42.522,44.744,84.59,7.206,94.809,19.934,56.782,52.704,59.676,48.733,13.397,44.973,78.089,29.62,19.176,57.267,41.712,28.86,29.324,29.488,46.595,46.708,48.161,47.105,70.888,55.304,66.853,39.78,95.581,71.808,39.904,46.74,28.201,33.425,32.859,34.071,101.396,33.319,53.657,68.425,144.091,30.101,40.007,0,65.796,29.77,26.684,45.81,41.059,198.748, 
Acajete,7.356,53.813,83.439,60.373,54.981,157.187,99.256,139.828,97.842,60.649,56.263,99.237,95.121,39.866,46.205,10.299,64.241,43.332,63.498,103.714,80.025,48.79,97.797,78.268,91.002,71.171,57.26,47.126,39.243,50.011,35.359,49.908,34.15,89.861,78.584,106.43,83.209,27.54,9.869,113.293,89.017,72.681,46.498,46.815,12.568,27.032,59.48,70.578,103.596,87.622,51.532,47.153,74.341,43.832,43.37,11.235,134.515,71.983,106.671,54.201,68.644,53.552,10.178,8.149,40.454,54.213,89.951,19.423,56.274,69.129,42.848,41.464,24.616,93.717,27.165,58.57,90.334,30.551,79.026,63.442,78.715,36.251,107.444,83.671,50.638,85.455,23.637,55.87,49.441,47.222,121.89,44.053,64.392,5.875,193.345,42.705,57.263,65.796,0,107.283,41.149,22.135,43.721,191.163, 
Ciudad Serdn,97.751,54.198,74.108,69.521,94.183,162.473,10.505,171.898,5.55,99.851,74.619,83.963,86.076,71.996,85.407,92.5,49.129,76.205,54.168,58.029,89.173,48.58,25.142,25.545,90.096,44.221,54.776,47.378,78.734,70.868,85.621,89.11,77.311,47.467,17.149,47.153,22.654,62.775,94.604,152.495,35.286,81.83,89.926,86.306,92.123,52.058,53.057,40.254,127.883,126.824,55.787,74.182,86.927,94.759,82.861,72.588,57.075,23.088,81.521,47.778,77.792,93.043,100.001,89.058,41.241,75.823,100.246,57.464,47.02,78.278,82.05,56.704,57.168,16.362,86.92,67.719,20.646,76.49,28.861,48.331,87.863,80.119,83.493,92.819,69.289,38.846,56.045,56.191,62.733,61.915,79.496,62.704,83.042,108.75,168.792,57.945,52.25,29.77,107.283,0,55.849,74.975,54.703,194.245, 
Acatzingo de Hidalgo,31.617,14.702,69.842,23.249,28.036,130.242,60.145,112.883,58.73,33.704,19.987,62.113,57.996,4.913,19.26,20.882,30.294,6.47,49.901,90.117,42.9,9.679,63.85,39.157,53.878,37.224,23.313,8.015,12.586,13.734,19.473,22.963,8.954,55.914,39.472,72.483,49.262,45.055,28.47,86.348,55.07,35.557,23.778,20.158,25.989,36.963,20.369,36.631,76.651,60.677,12.421,15.044,37.217,28.611,16.713,51.394,100.568,32.871,69.547,15.09,31.52,26.895,33.867,22.924,26.857,19.711,52.827,33.924,17.163,32.005,15.903,3.051,26.912,54.606,20.786,21.446,56.387,42.363,45.079,29.495,41.591,13.971,70.319,46.546,65.023,71.858,33.688,21.923,11.028,8.809,76.134,58.438,78.776,42.616,118.282,4.292,23.316,26.684,41.149,55.849,0,20.47,17.204,173.409, 
Tepeaca,16.694,33.827,88.967,29.416,24.024,126.23,79.27,108.871,77.856,29.692,25.307,68.28,64.164,14.615,15.248,18.661,36.773,14.583,69.026,109.242,49.068,28.804,77.81,58.282,60.046,44.355,30.749,27.14,8.287,19.055,4.403,18.951,7.427,69.874,58.598,86.443,63.222,53.537,13.547,82.336,63.454,41.725,15.542,15.859,11.066,53.029,39.494,50.591,72.639,56.665,31.546,16.197,43.385,12.602,12.414,37.232,91.963,51.997,75.715,34.215,37.688,22.596,16.875,14.501,45.982,23.256,58.995,45.42,36.288,38.173,11.891,17.068,45.061,73.731,5.864,27.614,70.347,68.762,59.039,43.456,47.759,5.294,76.487,52.714,76.635,90.983,49.634,35.884,24.236,18.635,82.301,70.05,93.76,16.933,114.27,15.858,37.276,45.81,22.135,74.975,20.47,0,21.722,169.164, 
Tecamachalco,38.28,11.065,84.217,8.059,24.241,126.447,74.52,109.088,65.528,22.055,10.194,46.923,42.807,15.454,15.465,40.247,15.416,21.352,64.276,104.492,27.711,18.479,56.512,53.532,38.689,22.998,9.392,22.39,15.622,6.443,22.509,15.708,27.586,48.576,53.847,55.212,36.152,75.123,35.133,82.553,42.097,20.368,25.175,21.555,32.652,51.846,20.223,24.286,72.856,56.882,15.343,9.757,21.775,31.647,18.111,58.818,70.606,47.246,54.358,20.505,16.331,28.102,38.461,36.087,41.232,11.398,37.638,48.807,31.538,16.816,12.492,14.296,41.795,68.981,27.449,6.257,49.049,91.155,28.916,17.048,26.401,17.007,55.13,31.357,79.397,86.233,48.571,13.412,4.503,7.204,60.944,72.812,93.15,38.519,114.487,14.307,12.967,41.059,43.721,54.703,17.204,21.722,0,169.829, 
Heroica Ciudad de Huajuapan de Len,185.722,192.781,241.905,175.602,145.481,43.735,204.836,74.143,194.559,141.227,156.64,127.341,135.745,164.513,154.281,187.689,178.648,176.285,221.964,262.181,131.17,181.742,185.543,211.221,139.765,173.74,184.295,180.078,161.235,160.995,162.717,151.84,175.028,176.931,210.706,142.244,167.118,222.564,182.575,98.008,155.486,162.47,153.125,153.915,180.094,222.056,193.573,169.773,97.148,114.354,191.515,157.695,148.503,164.835,155.622,206.259,138.071,204.935,124.094,193.855,168.179,150.301,185.902,183.529,198.92,155.652,123.791,205.012,189.226,167.881,159.811,165.678,198,210.693,174.891,172.851,178.08,293.28,162.935,177.85,153.357,164.449,133.161,152.329,237.086,243.922,204.776,185.71,172.155,166.555,129.981,230.501,250.839,185.961,65.919,164.258,181.769,198.748,191.163,194.245,173.409,169.164,169.829,0, 
