LOCALIDADES,Tepetzingo,Ignacio Allende,Temascaltepec de Gonzlez,San Diego la Huerta,Llano de la Y,San Jos Tejamanil,Unidad Habitacional Santa Teresa,Fraccionamiento Rinconada del Valle,Santa Mara Tlalmimilolpan,Paraje el Mirador,Santa Mara Aranzaz (Santa Mara),San Simn el Alto,Texcaltitln,San Pedro Huitzizilapan,Conjunto Habitacional Ecolgico SUTEYM,Tejalpa,San Martn Toltepec,San Antonio Bonixi,San Mateo Capulhuac,La Cinega,San Martn Coapaxtongo,Santa Mnica,San Diego Linares,Colonia Morelos (Ejido San Juan de las Huertas),San Mateo Coapexco,Fraccionamiento Real de San Pablo,Zacualpan,El Hielo,Ejido de Taborda,Villa de Almoloya de Jurez,Colonia los Cedros,Almoloya de Alquisiras,San Francisco,San Miguel Almoloyn,Barrio San Pedro (La Concepcin San Pedro),San Francisco Tepexoxuca,Tecaxic,San Miguel Tecomatln,Colonia Arroyo Vista Hermosa,Colonia Emiliano Zapata,San Lorenzo Cuauhtenco,San Diego los Padres Cuexcontitln Seccin 5 B,Santa Mara Mazatla,Zona Nmero Cuatro San Mateo Capulhuac,Temoaya,San Bartolo el Viejo,San Cristbal Texcalucan,Santa Ana Mayorazgo,San Francisco Putla,Santiago Analco,San Francisco Ayotuzco,Mina Mxico,Santa Mara Nativitas,San Juan Xochiaca,Tlachaloya Primera Seccin,Zacango,Sultepec de Pedro Ascencio de Alquisiras,San Francisco Xochicuautla,San Nicols Coatepec de las Bateas,San Luis Ayucan,San Lorenzo Coacalco (San Lorenzo),Jiquipilco el Viejo,Barrio Santa Cruz,San Diego Alcal,La Joya,La Trinidad,Colonia lvaro Obregn,Santiago Oxtotitln,Santiago Tepatlaxco,Santa Mara del Monte,San Agustn Mimbres,Mayorazgo de Len (Estacin Ro Mxico),Joquicingo de Len Guzmn,Zumpahuacn,Colonia Guadalupe Victoria,Santa Mara la Asuncin,Dos Ros,San Pedro Atlapulco,Jicaltepec Cuexcontitln,Molino Abajo,Ejido de San Francisco Chimalpa,Santa Mara Tetitla,San Juan Yautepec,San Mateo Mozoquilpan,San Lucas Tunco (San Lucas),San Cayetano Morelos,San Mateo Tlalchichilpan,El Pedregal de Guadalupe Hidalgo,El Salitre,Huitzilac,San Nicols Peralta,San Nicols Tlazala,San Mateo Texcalyacac,Techuchulco de Allende,Enthavi,San Jernimo Acazulco,San Jos el Cuartel,San Miguel Balderas,San Miguel Almaya,San Miguel Mimiapan,Santa Cruz Ayotuzco,San Bartolom Coatepec,San Pedro Abajo,Santa Cruz Otzacatipan,San Bartolo Oxtotitln,Jicaltepec Autopan,Pilcaya,San Mateo Atarasquillo,San Pedro Tlanixco,San Miguel Ameyalco,San Andrs Ocotln,Zaragoza de Guadalupe,San Miguel Totoltepec,San Pedro Zictepec,Santiaguito Cuaxustenco,Ejido de la Y Seccin Siete A Revolucin,San Lorenzo Oyamel,Tlachaloya Segunda Seccin,San Marcos Yachihuacaltepec,San Antonio Buenavista,Chapultepec,El Cporo,Tres Maras,Conjunto Urbano la Loma I,Santa Mara Nativitas,San Bartolom Atlatlahuca,La Constitucin Toltepec,Santa Mara Magdalena Ocotitln,La Cabecera,Santa Ana Jilotzingo,Fraccionamiento Colinas del Sol,Santa Ana Ixtlahuatzingo (Santa Ana),Santa Mara Jajalpa,San Nicols Tolentino,Coatepec Harinas,San Pedro Arriba,Zacamulpa,Barrio de Mxico,Santa Cruz Cuauhtenco,Tonatico,Guadalupe Yancuictlalpan (Gualupita),Ejido San Lorenzo Cuauhtenco,Malinalco,Santa Cruz Atizapn,San Miguel Totocuitlapilco,San Diego de los Padres Cuexcontitln,Ex-Rancho San Dimas,San Juan Tilapa,San Gaspar Tlahuelilpan,Santa Mara Rayn,El Cerrillo Vista Hermosa,Santiaguito Tlalcilalcalli,San Pedro Cholula,San Francisco Chimalpa,Calixtlahuaca,Almoloya del Ro,Villa Guerrero,San Felipe Tlalmimilolpan,Huixquilucan de Degollado,San Mateo Mexicaltzingo,Santiago Yancuitlalpan,Santiago Tilapa,Santa Mara Zolotepec,San Bartolom Tlaltelulco,Calimaya de Daz Gonzlez,Villa Cuauhtmoc,San Pedro Tlaltizapan,Cacalomacn,Magdalena Chichicaspa,San Juan de las Huertas,San Antonio la Isla,Santiago Tianguistenco de Galeana,San Pedro Tultepec,Santa Mara Atarasquillo,Tenancingo de Degollado,Xalatlaco,Santiago Tlacotepec,San Antonio Acahualco,San Francisco Tlalcilalcalpan,Ixtapan de la Sal,San Andrs Cuexcontitln,Xonacatln,Capulhuac de Mirafuentes,San Pedro Totoltepec,Tenango de Arista,San Mateo Otzacatipan,Lerma de Villada,San Lorenzo Acopilco,San Jorge Pueblo Nuevo,Jess del Monte,San Francisco Coaxusco,Ocoyoacac,San Jernimo Chicahualco,Metepec,San Jos Guadalupe Otzacatipan,San Pablo Autopan,San Miguel Zinacantepec,San Salvador Tizatlalli,San Mateo Atenco,Naucalpan de Jurez,Cuajimalpa de Morelos,Toluca de Lerdo, 
Magdalena Chichicaspa,101.217,13.068,126.571,80.098,55.361,12.706,62.581,45.396,33.917,4.409,92.824,99.827,126.386,31.375,82.205,77.427,65.455,79.024,47.432,98.461,91.798,81.564,58.649,75.978,103.621,59.37,161.173,13.237,74.746,73.868,53.003,151.57,100.583,82.018,73.79,72.828,64.482,99.851,49.965,40.323,73.314,50.218,27.464,47.44,52.358,82.052,4.03,39.685,78.52,44.982,10.994,68.986,81.49,90.4,64.885,112.42,137.38,36.693,56.826,21.013,58.214,58.317,70.889,53.439,75.358,97.174,40.393,101.094,20.054,80.361,47.084,76.821,91.45,115.028,48.038,51.581,9.03,40.046,58.651,50.388,12.451,43.697,13.457,44.895,54.575,69.162,76.701,44.968,97.935,89.824,42.873,49.967,59.874,63.435,57.154,40.498,98.93,81.41,50.308,32.977,11.446,7.772,55.13,50.535,80.517,60.018,130.068,46.334,84.19,43.975,72.55,80.399,51.113,84.221,71.222,51.259,47.323,56.472,59.708,68.399,61.778,83.764,85.928,73.133,71.167,78.817,46.144,68.593,74.581,41.447,71.503,98.44,79.049,46.981,134.27,52.073,14.154,82.365,72.562,118.368,52.595,71.685,110.825,62.456,60.638,49.823,71.248,68.892,53.592,68.189,51.376,74.151,47.929,10.169,61.694,64.36,98.011,64.409,10.86,65.036,10.402,49.743,32.262,66.427,76.662,44.501,61.667,70.026,0,70.409,64.645,60.664,43.503,40.724,97.294,46.162,64.411,72.491,71.497,109.503,51.662,38.89,48.769,51.068,68.887,53.071,44.484,20.776,59.613,12.651,54.333,42.083,49.656,52.966,49.357,56.353,65.553,50.5,47.165,13.581,18.143,54.551, 
San Juan de las Huertas,64.381,49.726,52.314,28.866,46.485,80.622,29.131,51.85,61.965,67.583,55.988,62.991,52.129,60.935,24.401,3.17,16.235,45.663,63.612,61.625,54.962,69.472,30.696,1.497,66.785,32.025,98.361,80.256,41.385,20.511,31.033,62.693,63.747,18.801,18.174,52.869,23.094,63.015,31.439,54.8,21.829,29.388,84.436,59.834,49.558,18.834,68.55,60.357,41.684,39.744,55.486,35.625,18.272,53.564,43.435,75.584,63.123,45.771,46.363,77.985,23.578,55.517,24.776,50.639,5.321,60.338,43.54,64.258,77.026,17.143,56.132,43.46,54.614,78.192,33.58,25.998,54.853,54.772,27.543,47.563,70.653,52.429,52.224,53.297,28.933,35.802,15.966,37.112,61.099,80.607,41.322,40.753,47.254,43.592,54.354,40.483,62.094,44.574,41.378,62.838,58.728,67.385,52.33,25.076,69.498,29.154,93.232,37.032,47.354,38.621,25.685,29.709,26.93,47.386,34.386,31.4,50.825,50.317,17.001,6.122,27.396,20.546,118.165,12.398,18.566,41.981,33.787,17.345,17.255,62.119,19.464,61.604,42.213,32.446,54.717,54.836,54.63,19.147,4.341,81.532,39.294,8.468,73.989,35.873,21.205,28.012,29.313,15.22,25.59,31.353,29.579,14.076,32.666,84.366,19.821,37.777,61.175,16.107,52.251,23.177,69.033,44.667,58.177,18.125,26.337,52.402,35.084,7.848,70.409,0,30.166,38.887,29.055,38.261,64.677,43.311,14.315,6.537,9.859,76.886,24.782,35.931,41.637,29.238,36.27,23.917,28.712,58.122,15.096,64.794,17.084,35.636,20.474,20.36,27.017,25.93,7.048,22.582,27.483,64.868,58.107,18.187, 
San Antonio la Isla,36.404,43.962,81.44,12.328,42.779,67.163,10.496,48.061,48.506,61.819,28.012,35.015,81.255,47.476,44.823,32.296,34.037,48.222,50.153,33.649,26.986,41.495,46.067,29.761,38.809,46.788,96.361,66.797,43.944,36.386,27.111,86.758,35.771,39.223,36.113,24.892,33.064,35.039,29.724,41.341,13.068,40.917,78.672,50.161,50.958,39.256,62.786,46.898,13.707,33.98,49.722,38.184,38.694,25.588,45.993,47.608,92.249,40.007,27.114,72.221,13.957,56.917,31.238,52.039,30.938,32.361,37.776,36.282,71.262,37.565,46.575,46.019,26.637,50.215,38.737,18.815,49.089,32.401,46.069,48.963,64.889,43.184,46.46,44.052,12.541,38.36,33.905,25.307,33.122,61.358,35.558,21.684,19.278,15.616,55.754,34.718,34.118,16.597,22.129,49.379,52.964,61.621,53.73,27.854,72.057,31.931,65.256,31.268,19.378,32.856,5.322,13.171,33.405,19.409,6.409,44.814,49.599,55.072,26.309,24.403,8.761,40.968,65.869,30.337,16.925,14.005,36.843,14.351,35.194,48.66,37.444,33.628,14.237,37.68,69.458,56.236,48.866,39.569,27.431,53.556,20.045,28.889,46.012,16.624,11.575,40.522,3.126,19.767,13.975,3.376,27.85,32.015,28.552,70.907,30.276,18.528,33.199,20.402,46.487,9.196,63.269,25.418,44.718,16.67,9.434,43.149,15.835,24.895,64.645,30.166,0,18.818,24.437,32.518,36.838,23.242,21.799,31.246,32.958,49.047,27.747,39.087,19.334,31.714,8.431,26.882,25.123,52.379,14.996,59.051,15.451,29.893,17.842,14.492,29.982,28.895,25.312,14.824,19.529,59.125,52.364,21.152, 
Santiago Tianguistenco de Galeana,40.539,31.61,90.161,29.362,38.798,63.182,11.687,44.08,44.525,57.838,42.088,29.251,89.976,43.495,65.641,41.017,43.725,62.46,46.172,37.784,31.121,29.26,42.086,38.482,52.885,42.807,110.437,62.816,58.182,57.304,23.13,100.834,49.847,52.149,57.226,19.979,42.753,33.919,25.743,37.36,29.56,36.936,74.691,46.18,46.977,52.182,58.805,42.917,27.784,29.999,37.3,52.422,51.62,29.723,48.322,61.684,100.97,36.026,9.386,68.24,22.678,52.936,40.927,48.058,45.489,36.496,33.795,50.358,67.281,50.491,42.594,60.257,21.258,54.35,34.756,22.083,36.737,17.569,42.088,44.982,60.908,39.203,34.108,40.071,14.734,52.598,46.832,9.997,37.257,43.63,31.577,6.374,7.025,10.586,51.773,16.638,38.253,30.674,5.981,45.398,48.983,57.64,49.749,37.253,86.295,43.455,79.332,27.287,33.454,28.875,14.462,29.663,29.424,33.485,20.486,40.833,45.618,51.091,37.978,33.124,10.884,53.894,48.141,43.264,25.646,28.081,32.862,23.072,58.017,44.679,54.939,47.704,11.821,33.699,83.534,52.255,36.514,52.495,36.152,67.632,3.141,41.816,39.878,3.879,16.309,36.541,14.141,28.488,16.169,17.453,23.869,44.942,11.668,66.926,39.965,4.594,47.275,29.123,34.135,14.142,59.288,8.101,40.737,25.391,25.926,39.168,6.45,33.616,60.664,38.887,18.818,0,19.266,27.347,51.2,6.103,29.624,47.967,46.973,63.409,37.163,33.916,4.667,26.544,22.793,30.477,19.953,47.208,22.821,53.88,23.276,14.398,26.094,22.317,32.981,38.312,33.137,26.369,23.603,53.954,47.193,30.027, 
San Pedro Tultepec,56.1,22.82,80.329,34.981,24.634,49.018,10.291,29.916,30.361,40.677,47.707,54.71,80.144,29.331,51.477,31.185,29.756,48.296,32.008,53.344,46.681,47.703,27.922,28.65,58.504,28.643,116.056,48.652,44.018,43.14,8.108,106.453,55.466,38.18,35.07,44.587,28.784,54.734,10.721,23.196,21.62,22.772,57.53,32.016,32.813,38.213,41.644,28.753,33.403,12.838,28.58,38.258,37.651,45.283,34.158,67.303,91.138,18.865,27.829,51.079,13.098,38.772,26.958,33.894,31.519,52.057,16.634,55.977,50.12,36.522,28.43,46.093,46.333,69.911,20.592,6.465,27.947,17.473,27.924,30.818,43.747,25.039,25.318,25.907,7.034,38.434,32.862,6.718,52.818,62.073,14.416,10.555,23.197,26.758,37.609,10.691,53.813,36.293,15.032,31.234,31.822,40.479,35.585,23.089,72.131,29.291,84.951,10.126,39.073,11.715,27.433,35.282,15.455,39.104,26.105,26.669,31.454,36.927,24.009,23.283,16.661,39.925,66.584,29.294,19.473,33.7,18.698,16.899,34.151,30.515,40.775,53.323,33.932,19.535,89.153,38.091,27.724,38.526,26.32,73.251,15.217,27.846,65.708,17.339,15.522,22.377,26.131,22.649,5.841,23.072,8.847,30.972,3.759,52.762,25.996,19.243,52.894,19.293,25.345,19.919,42.127,18.571,26.573,21.311,31.545,25.004,16.55,23.784,43.503,29.055,24.437,19.266,0,11.402,57.82,19.399,22.889,33.024,32.03,70.029,22.22,19.318,12.482,11.601,29.413,15.534,5.01,31.263,18.087,37.935,14.268,6.887,9.591,12.901,18.038,23.369,24.429,9.866,4.298,38.009,31.248,15.084, 
Santa Mara Atarasquillo,64.181,20.041,89.535,43.062,31.437,35.002,25.545,19.77,12.741,37.898,55.788,62.791,89.35,12.612,58.28,40.391,36.558,55.099,21.806,61.425,54.762,55.784,34.725,38.942,66.585,35.446,124.137,34.636,50.821,49.943,15.015,114.534,63.547,44.982,41.873,52.668,35.586,62.815,10.955,13.787,36.278,24.359,54.751,21.814,26.731,45.015,38.865,17.267,41.484,3.513,25.802,45.061,44.453,53.364,40.961,75.384,100.344,7.201,35.91,48.3,21.178,32.69,33.76,27.813,38.322,60.138,7.297,64.058,47.341,43.324,21.458,52.896,54.414,77.992,22.179,14.545,25.168,25.087,34.727,24.761,40.968,18.071,22.539,19.269,17.539,45.237,39.665,13.868,60.899,70.154,5.079,17.509,31.278,34.839,31.527,17.239,61.894,44.374,21.986,19.411,35.723,37.7,29.503,24.676,54.89,36.094,93.032,2.046,47.154,3.758,35.514,43.363,22.257,47.185,34.186,33.472,21.696,30.845,30.811,31.363,24.742,46.727,88.48,36.097,34.131,41.781,12.188,31.557,40.954,18.692,47.578,61.404,42.013,21.122,97.234,26.447,24.945,45.328,35.526,81.332,22.171,34.649,73.789,25.42,23.602,23.964,34.212,31.856,16.556,31.153,9.809,37.775,11.91,38.746,32.798,27.324,60.975,27.373,22.566,28,39.348,25.525,12.945,29.391,39.626,18.875,24.631,32.99,40.724,38.261,32.518,27.347,11.402,0,64.552,32.346,31.669,39.749,38.755,76.761,28.946,13.186,18.507,18.327,36.145,22.26,11.742,34.486,26.871,41.158,21.591,12.506,16.914,20.224,24.194,30.095,32.811,17.759,14.423,41.232,34.471,21.81, 
Tenancingo de Degollado,5.336,76.611,115.951,37.663,75.428,99.812,45.007,80.71,81.155,94.468,9.289,14.097,78.137,80.125,79.335,66.807,68.549,82.734,82.802,2.816,5.371,29.772,78.716,64.272,21.285,79.437,77.176,99.446,78.456,70.898,59.76,67.573,12.326,73.735,70.625,18.798,67.576,9.64,62.373,73.99,40.961,73.566,111.321,82.81,83.607,73.768,95.435,79.547,36.085,66.629,82.371,72.696,73.206,13.224,80.505,30.084,85.962,72.656,43.629,104.87,48.469,89.566,65.75,84.688,65.449,1.623,70.425,18.758,103.911,72.077,79.224,80.531,21.759,19.147,71.386,58.713,81.738,51.401,78.718,81.612,97.538,75.833,79.109,76.701,47.052,72.872,68.417,57.956,2.055,65.504,68.207,54.333,31.557,27.895,88.403,67.367,3.285,38.975,54.778,82.028,85.613,94.27,86.379,62.366,106.569,66.443,46.071,63.917,19.55,65.505,39.834,39.563,66.054,13.677,32.676,77.463,82.248,87.721,60.821,58.914,43.272,75.48,70.015,64.849,51.436,20.01,69.492,48.862,69.706,81.309,71.956,3.6,30.334,70.329,50.273,88.885,81.515,74.081,61.942,34.371,52.694,63.401,17.444,49.273,46.087,73.171,38.532,54.278,48.486,34.616,60.499,66.527,61.201,103.556,64.788,35.606,10.864,54.913,79.136,43.707,95.918,41.933,77.367,51.181,36.508,75.798,48.484,59.406,97.294,64.677,36.838,51.2,57.82,64.552,0,56.258,57.559,67.005,68.717,32.81,63.506,72.103,52.35,64.73,24.327,62.641,58.139,85.395,50.755,92.067,51.21,62.909,53.601,50.251,65.741,64.654,61.071,50.583,55.288,92.141,85.38,56.911, 
Xalatlaco,44.425,25.197,94.585,33.786,43.222,54.685,16.111,48.504,48.949,43.336,46.512,33.137,94.4,47.919,70.065,45.441,48.149,66.884,50.596,41.67,35.007,27.537,46.51,42.906,57.309,47.231,114.861,67.24,62.606,61.728,27.554,105.258,54.271,56.573,61.65,23.865,47.177,37.805,30.167,41.784,33.984,41.36,60.189,50.604,51.401,56.606,44.303,47.341,32.208,34.423,30.887,56.846,56.044,33.609,52.746,66.108,105.394,40.45,7.125,53.738,27.102,57.36,45.351,52.482,49.913,40.382,38.219,54.782,52.779,54.915,47.018,64.681,25.144,58.236,39.18,26.507,30.324,10.985,46.512,49.406,46.406,43.627,27.695,44.495,19.158,57.022,51.256,14.421,41.143,41.907,36.001,10.798,10.911,14.472,56.197,17.619,42.139,35.098,5.518,49.822,34.97,43.138,54.173,41.677,90.719,47.879,83.756,31.711,37.878,33.299,18.886,34.087,33.848,37.909,24.91,45.257,50.042,55.515,42.402,37.548,15.308,58.318,46.418,47.688,30.07,32.505,37.286,27.496,62.441,49.103,59.363,52.128,15.707,38.123,87.958,56.679,30.101,56.919,40.576,72.056,3.942,46.24,43.764,8.303,20.733,40.965,18.565,32.912,20.593,21.877,28.293,49.366,16.092,52.149,44.389,8.48,51.699,33.547,27.722,18.566,44.786,1.925,45.161,29.815,30.35,43.592,10.874,38.04,46.162,43.311,23.242,6.103,19.399,32.346,56.258,0,34.648,52.991,51.997,68.433,42.187,38.94,6.779,31.568,21.674,35.501,24.977,33.736,27.845,40.408,28.3,16.798,31.118,27.341,38.005,43.336,38.161,31.393,28.627,40.482,33.721,35.051, 
Santiago Tlacotepec,56.206,43.728,65.589,15.707,43.034,56.996,20.955,45.806,38.339,61.585,47.813,54.816,65.404,37.309,32.056,16.445,19.066,39.447,39.987,53.45,46.787,61.296,24.698,13.91,58.61,26.027,116.162,56.63,35.169,23.619,24.637,75.968,55.572,26.456,23.346,44.693,19.634,54.84,25.043,31.174,8.67,23.391,78.438,39.995,43.514,26.489,62.552,36.731,17.707,33.746,49.488,29.409,25.927,45.389,37.218,67.409,76.398,39.773,38.187,71.987,15.402,49.473,22.463,44.595,18.596,52.163,37.542,56.083,71.028,24.798,36.408,37.244,46.438,70.017,27.583,19.602,48.855,48.774,21.546,41.519,64.655,33.017,46.226,33.885,20.758,29.585,21.138,31.114,52.924,72.431,35.324,34.755,39.079,35.417,48.31,34.485,53.919,20.653,33.202,39.212,52.73,61.387,46.286,19.079,63.282,23.156,85.057,31.034,39.179,32.623,17.51,16.55,20.534,39.21,26.211,25.403,44.781,44.101,13.541,10.788,19.22,28.201,76.942,17.57,5.407,33.806,27.391,6.559,22.427,38.493,24.636,53.429,34.038,26.05,67.992,48.792,48.632,26.802,11.58,73.357,31.118,16.122,65.813,27.697,13.03,22.015,21.137,1.657,19.373,23.177,23.183,19.248,26.27,60.74,16.361,29.601,53,4.294,46.253,15.002,63.035,36.491,34.551,6.931,13.178,32.982,26.908,4.968,64.411,14.315,21.799,29.624,22.889,31.669,57.559,34.648,0,18.704,17.699,68.126,18.5,29.649,30.643,22.956,27.51,17.635,22.43,51.84,7.371,58.512,10.801,29.354,14.191,14.077,20.735,19.648,13.037,16.299,21.2,58.586,51.825,11.905, 
San Antonio Acahualco,65.652,51.808,54.637,35.137,43.468,77.605,30.402,48.833,58.948,69.665,57.259,64.262,54.451,57.918,21.385,4.132,15.37,42.646,60.595,62.896,56.233,70.743,32.778,9.209,68.056,34.107,100.683,77.239,38.368,17.494,33.98,65.015,65.018,15.784,17.309,54.14,22.229,64.286,34.143,51.783,27.56,31.471,86.518,56.817,46.541,10.773,70.632,57.34,42.955,41.826,57.568,32.608,15.255,54.835,40.418,76.855,65.445,47.853,56.53,80.067,24.849,52.5,23.911,47.622,2.212,61.609,45.622,65.529,79.108,9.082,53.115,40.443,55.885,79.463,35.663,27.076,56.935,56.854,29.626,44.546,72.735,49.412,54.306,50.28,30.204,32.785,15.101,39.194,62.37,90.774,43.404,42.835,51.898,44.863,51.337,42.565,63.365,45.845,47.312,59.821,60.81,69.467,49.313,27.159,66.481,31.236,94.503,39.114,48.625,40.703,26.956,35.98,28.931,48.657,35.657,33.483,47.808,47.3,16.136,8.412,28.667,12.485,120.247,11.533,24.297,43.252,36.491,23.076,16.39,59.102,18.599,62.875,43.484,30.95,57.039,51.819,56.712,11.086,10.072,82.803,49.461,5.275,75.26,46.04,22.476,30.095,30.584,20.951,26.861,32.624,34.719,13.211,37.236,81.349,18.956,47.944,62.446,21.838,54.333,24.448,71.115,54.834,55.16,23.856,32.243,49.385,45.251,13.579,72.491,6.537,31.246,47.967,33.024,39.749,67.005,52.991,18.704,0,4.16,79.124,27.896,39.045,43.164,30.765,38.508,27.031,30.239,59.649,18.831,66.321,19.314,37.163,23.195,22.589,30.131,29.044,6.481,24.811,29.712,66.395,59.634,21.301, 
San Francisco Tlalcilalcalpan,67.364,50.814,58.341,36.849,40.953,75.09,32.114,46.318,56.433,68.671,58.971,65.974,58.155,55.403,18.869,7.115,14.376,40.131,58.08,64.608,57.945,72.455,31.784,9.137,69.768,33.113,127.32,74.724,35.853,14.979,32.986,68.719,66.73,13.269,16.315,55.852,21.235,65.998,33.149,49.268,28.01,30.477,85.524,54.302,44.026,8.411,69.638,54.825,44.667,40.832,56.574,30.093,12.74,56.547,37.903,78.567,69.149,46.859,55.536,79.073,26.561,49.985,33.34,45.107,3.473,63.321,44.628,67.241,78.114,6.72,50.6,37.928,57.597,81.175,34.669,28.788,55.941,55.86,28.632,42.031,71.741,46.897,53.312,47.765,31.916,30.27,11.124,38.2,64.082,89.78,42.41,41.841,50.904,46.575,48.822,41.571,65.077,47.557,46.318,57.306,59.816,68.473,46.798,26.165,63.966,30.242,96.215,38.12,50.337,39.709,28.668,37.692,27.937,50.369,37.369,42.989,45.293,44.785,15.142,8.34,30.379,10.123,119.253,10.539,25.863,44.964,35.497,21.054,15.396,56.587,17.605,64.587,45.196,29.956,60.743,49.304,55.718,8.724,9.067,84.515,48.467,3.207,76.972,45.046,24.188,29.101,32.296,20.56,28.573,34.336,33.725,12.217,36.242,78.834,17.962,46.95,64.158,19.815,53.339,26.16,70.121,53.84,52.645,21.833,33.955,46.87,44.257,12.574,71.497,9.859,32.958,46.973,32.03,38.755,68.717,51.997,17.699,4.16,0,78.699,25.846,36.995,41.113,28.715,38.083,24.981,28.188,57.599,18.405,64.271,18.898,35.112,21.144,22.173,28.081,26.994,6.706,24.395,30.596,64.345,57.584,19.251, 
Ixtapan de la Sal,37.359,88.82,128.16,49.872,87.637,112.021,57.216,92.919,93.364,106.677,23.295,46.12,48.929,92.334,91.544,79.016,80.758,94.943,95.011,34.839,37.814,61.795,90.925,76.481,23.225,91.646,47.968,111.655,90.665,83.107,71.969,38.365,18.817,85.944,82.834,61.44,79.785,41.663,74.582,86.199,53.17,85.775,123.53,95.019,95.816,85.977,107.644,91.756,48.294,78.838,94.58,84.905,85.415,45.994,92.714,19.862,56.754,84.865,71.972,117.079,60.678,101.775,77.959,96.897,77.658,34.066,82.634,20.698,116.12,84.286,91.433,92.74,63.185,51.17,83.595,70.922,93.947,77.259,90.927,93.821,109.747,88.042,91.318,88.91,59.261,85.081,80.626,70.165,34.078,119.98,80.416,66.542,55.825,52.163,100.612,79.576,35.308,51.184,66.987,94.237,97.822,106.479,98.588,74.575,118.778,78.652,16.863,76.126,31.759,77.714,52.043,51.772,78.263,55.957,44.885,89.672,94.457,99.93,73.03,71.123,55.481,87.689,124.491,77.058,63.645,39.784,81.701,61.071,81.915,93.518,84.165,28.68,50.784,82.538,21.065,101.094,93.724,86.29,74.151,5.163,64.903,75.61,49.467,61.482,58.296,85.38,50.741,66.487,60.695,46.825,72.708,78.736,73.41,115.765,76.997,63.386,20.719,67.122,91.345,55.916,108.127,70.276,89.576,63.39,48.717,88.007,60.693,71.615,109.503,76.886,49.047,63.409,70.029,76.761,32.81,68.433,68.126,79.124,78.699,0,74.593,83.19,63.437,75.817,44.133,73.728,69.226,96.482,61.842,103.154,62.297,73.996,64.688,61.338,76.828,75.741,72.158,61.67,66.375,103.228,96.467,67.998, 
San Andrs Cuexcontitln,62.153,41.004,76.056,31.638,7.743,39.141,26.902,11.146,20.484,54.241,53.76,60.763,75.871,19.454,36.26,26.912,16.73,30.916,22.132,59.397,52.734,67.243,7.483,27.05,64.557,9.065,122.109,38.775,26.638,22.503,14.197,86.435,61.519,33.091,22.425,50.64,15.758,60.787,11.736,13.319,22.799,4.216,49.868,22.14,15.235,33.124,46.339,18.876,39.455,28.951,46.765,20.878,32.562,51.336,16.137,73.356,86.865,27.663,45.726,63.981,21.349,21.194,7.314,16.316,26.43,58.11,19.703,62.03,63.022,31.433,16.814,28.713,52.385,75.964,6.876,20.862,44.894,46.05,3.785,13.239,55.419,13.423,43.502,14.291,26.705,21.054,27.773,28.39,58.871,79.97,22.183,32.031,41.094,41.364,20.031,31.761,59.866,42.345,36.508,21.357,39.862,58.663,18.007,2.35,43.394,5.941,91.004,28.311,45.126,29.899,23.457,32.481,8.216,45.157,32.158,6.228,16.502,19.349,10.984,18.921,25.167,34.836,109.443,24.205,20.652,39.753,10.326,18.078,23.589,20.638,20.138,59.376,39.985,6.683,95.206,20.512,45.908,33.437,22.047,79.304,38.657,22.757,71.76,35.236,18.977,2.84,27.084,18.377,23.362,29.124,13.147,25.883,26.432,42.885,12.97,37.14,58.947,15.846,43.529,20.949,60.311,44.03,16.696,20.397,28.744,11.292,34.447,19.511,51.662,24.782,27.747,37.163,22.22,28.946,63.506,42.187,18.5,27.896,25.846,74.593,0,13.934,34.419,11.029,34.119,4.851,16.745,50.905,14.441,57.577,11.788,28.418,13.943,14.718,3.173,5.241,20.38,17.061,23.395,57.651,50.89,7.879, 
