LOCALIDADES,Libertad 1ra. Seccin (El Chivero),Poblado C-27 Ingeniero Eduardo Chvez Ramrez,Vicente Guerrero 1ra. Seccin,Guaytalpa,Poblado C-11 Jos Mara Morelos y Pavn,El Ro,Moctezuma 2da. Seccin,Poblado C-23 General Venustiano Carranza,Anacleto Canabal 3ra. Seccin,Ingenio Presidente Benito Jurez,Acachapan y Colmena 1ra. Seccin,Emiliano Zapata,Cocohital,Carlos Rovirosa (Tulipn),Puerto Ceiba (Carrizal),PobladoC-17 Independencia,Sargento Lpez 1ra. Seccin,Moctezuma 1ra. Seccin,Lagartera,Constitucin,Francisco I. Madero (Madero),Lzaro Crdenas 2da. Seccin,Poblado C-33 20 de Noviembre,Puerto Ceiba,Ocuapan,Poblado C-15 Adolfo Lpez Mateos,Tapotzingo,Boquern 4ta. Seccin (Laguna Nueva),Azucena 2da. Seccin,Iquinuapa,Gonzlez 1ra. Seccin,Boquern 1ra. Seccin (San Pedro),Saloya 1ra. Seccin,Ostuacn,Poblado C-20 Miguel Hidalgo y Costilla,Buena Vista 1ra. Seccin,Simn Sarlat,Arena 1ra. Seccin,Poblado C-29 General Vicente Guerrero,Chapultenango,C-34 (Licenciado Benito Jurez Garca),Poblado C-22 Licenciado Jos Mara Pino Surez,Reyes Hernndez 2da. Seccin,Arroyo Hondo 1ra. Seccin (Santa Teresa A),Samarkanda,El Muelle (Gaviln Norte),Sandial,Ignacio Allende,Libertad,Poblado C-10 General Lzaro Crdenas del Ro,Juan Aldama,Guatacalca,Cuauhtmoc,Saloya 2da. Seccin,Libertad,C-41 (Licenciado Carlos A. Madrazo),C-40 (Ernesto Aguirre Colorado),El Cedro,Melchor Ocampo,C-31 (General Francisco Villa),Libertad,Anacleto Canabal 1ra. Seccin,C-32 (Licenciado Francisco Trujillo Gurra),Soyataco,Cucuyulapa,Ro Seco y Montaa 2da. Seccin,Huimango,Buena Vista Ro Nuevo 3ra. Seccin,Poblado C-16 General Emiliano Zapata,Poblado C-09 Licenciado Francisco I. Madero,Lomitas,Benito Jurez (Campo Magallanes),Fraccionamiento Ocuiltzapotln Dos,Jalupa,Ixtacomitn,Jalapa,Anacleto Canabal 2da. Seccin,Quintn Arauz,Aldama,Ixtacomitn 1ra. Seccin,Miguel Hidalgo,Poblado C-28 Coronel Gregorio Mndez Magaa,Medelln y Pigua 3ra. Seccin,Santa Rosala (Miguel Hidalgo 2da. Seccin),Buena Vista Ro Nuevo 1ra. Seccin,La Lima,Ayapa,Buena Vista Ro Nuevo 2da. Seccin,Guapinol,Luis Gil Prez,Macultepec,Ro Viejo 1ra. Seccin,Coronel Andrs Snchez Magallanes,Chichicapa,Jurez,Chontalpa (Estacin Chontalpa),La Selva,Medelln y Madero 2da. Seccin,Once de Febrero 1ra. Seccin,Tacotalpa,Vicente Guerrero,Bosque de Saloya,La Venta,Tamult de las Sabanas,Parrilla,Tecolutilla,Pomoca,Parrilla II,Nacajuca,Pichucalco,Jalpa de Mndez,Ocuiltzapotln,Cunduacn,Playas del Rosario (Subteniente Garca),Frontera,Paraso,Reforma,Teapa,Huimanguillo,Agua Dulce,Comalcalco,Las Choapas,Crdenas,Villahermosa, 
Chichicapa,9.909,66.774,24.112,21.206,62.69,21.478,17.914,72.14,52.152,68.854,56.904,54.553,32.285,23.227,27.07,45.207,13.808,18.683,7.816,55.384,14.592,49.631,67.422,27.67,73.746,55.577,24.687,64.541,59.98,13.607,44.683,60.514,37.003,139.955,48.867,71.581,66.238,24.265,43.549,167.452,70.305,62.125,10.321,52.758,47.372,140.928,45.844,53.662,64.267,57.22,119.751,28.52,41.495,41.769,47.339,60.209,65.663,43.199,36.672,55.765,33.282,52.735,61.852,16.248,45.375,44.816,18.424,49.235,49.415,42.881,40.322,119.254,60.708,23.75,147.958,102.532,49.573,20.369,21.255,57.351,17.093,60.061,56.806,30.951,47.814,72.752,10.015,43.797,69.671,54.447,52.384,59.874,139.819,0,84.887,83.185,48.334,53.834,28.199,115.355,48.366,48.356,119.111,66.192,66.071,20.567,43.215,71.384,24.301,132.667,18.387,51.225,23.949,72.911,87.791,21.969,51.493,112.419,63.113,135.92,5.359,143.594,41.914,55.631, 
Jurez,94.448,87.201,73.306,88.217,111.197,80.143,98.311,113.431,65.633,89.281,83.481,68.034,112.682,82.288,107.467,86.463,84.629,99.08,89.501,81.961,94.989,63.112,73.964,108.067,55.94,98.903,87.703,58.072,121.109,80.369,58.164,55.991,79.651,54.025,85.404,101.922,117.527,94.243,77.433,53.615,78.387,98.656,86.585,73.185,77.748,161.355,95.812,127.131,46.461,105.676,32.562,90.104,138.703,76.424,71.48,61.604,69.759,74.993,74.407,65.711,89.663,66.215,82.279,84.358,63.48,63.11,70.876,52.442,90.821,97.187,74.249,139.681,87.285,80.158,34.121,73.387,63.054,100.766,98.078,63.892,93.917,80.488,83.383,77.101,56.838,83.524,85.347,52.049,87.67,49.924,91.285,61.767,160.246,84.887,0,63.639,71.556,87.312,79.293,64.142,131.478,70.259,140.439,104.051,89.714,97.992,78.602,84.883,83.703,22.757,79.538,88.678,61.75,82.856,149.663,102.768,33.924,46.661,43.837,157.248,84.798,164.922,64.302,67.794, 
Chontalpa (Estacin Chontalpa),92.698,64.679,84.646,98.069,88.675,89.995,95.997,90.909,85.919,66.759,103.767,88.319,111.275,64.281,104.651,63.941,76.471,96.766,90.299,102.247,92.425,83.398,45.294,105.251,28.188,76.381,97.555,98.308,98.587,86.654,78.45,94.229,99.937,56.946,62.882,122.208,137.813,71.721,54.911,116.856,49.717,76.134,82.346,50.663,98.034,138.833,116.098,147.417,21.422,83.154,90.209,110.39,124.332,96.709,91.765,39.082,41.975,95.278,51.885,43.189,67.039,86.501,45.769,94.21,58.295,40.588,80.729,82.95,68.299,74.665,94.535,117.159,107.571,91.923,97.362,136.298,83.34,97.949,75.784,91.118,89.678,57.966,103.669,54.579,81.529,106.518,92.498,77.512,103.437,88.162,111.571,93.641,137.724,83.185,63.639,0,92.192,107.948,56.902,148.154,152.114,90.895,118.048,124.687,98.87,93.236,99.238,104.183,95.711,85.998,89.798,109.314,71.806,105.71,170.299,101.064,55.569,145.218,22.107,134.857,81.56,96.769,41.912,88.43, 
La Selva,53.13,72.932,32.44,31.792,96.929,28.124,72.817,99.163,5.869,75.013,17.991,4.755,87.188,57.979,70.164,72.194,59.135,73.586,42.52,16.471,69.495,13.416,73.581,73.754,82.678,84.635,29.63,17.675,106.841,37.886,16.953,18.601,13.587,148.888,71.136,36.432,52.037,70.508,63.164,112.831,76.464,84.387,61.091,58.916,8.459,147.087,21.538,61.641,73.199,91.408,65.13,24.04,73.213,6.539,0.965,66.367,71.821,5.108,54.38,61.923,65.354,10.003,68.01,34.033,39.17,53.82,45.382,17.183,76.553,82.919,11.886,125.413,21.795,25.852,93.337,47.911,13.358,63.463,72.584,10.485,68.423,66.22,17.893,58.455,19.92,18.132,38.366,23.292,15.05,29.447,25.795,13.008,145.978,48.334,71.556,92.192,0,23.544,56.239,65.217,67.71,1.776,124.933,40.283,15.933,73.1,8.06,21.246,24.503,82.529,30.779,24.91,36.858,22.773,85.895,77.876,38.924,62.281,72.532,141.742,59.906,149.416,51.332,7.387, 
Medelln y Madero 2da. Seccin,58.63,88.688,37.94,35.089,112.685,33.624,88.573,114.919,25.841,90.769,21.003,22.965,102.944,73.735,82.134,87.95,74.891,89.342,48.02,8.036,85.251,29.172,89.337,79.007,98.434,100.391,32.927,33.416,122.597,43.386,32.709,34.342,19.087,164.644,86.892,15.243,31.915,86.264,78.92,125.415,92.22,100.143,76.847,74.672,13.943,162.843,10.198,41.519,88.955,107.164,77.714,24.363,53.091,19.662,22.644,82.123,87.577,19.086,70.136,77.679,81.11,25.759,83.766,39.533,54.926,69.576,61.138,32.924,92.309,98.675,25.087,141.169,9.561,31.352,105.921,60.495,29.114,91.028,88.34,26.226,84.179,81.976,9.404,74.211,35.661,30.715,43.866,39.033,27.634,45.188,4.802,28.749,161.734,53.834,87.312,107.948,23.544,0,73.284,80.406,47.05,22.964,141.978,12.352,31.121,90.145,21.254,36.435,28.733,97.718,36.512,2.855,53.903,37.962,65.235,83.482,55.968,77.47,89.577,158.787,58.697,166.461,68.377,22.405, 
Once de Febrero 1ra. Seccin,37.712,37.729,34.298,48.703,42.499,39.647,41.011,44.848,49.555,39.809,67.403,51.955,56.288,6.081,49.665,17.915,21.485,41.78,35.313,65.883,37.439,47.034,38.377,50.265,47.389,28.285,52.184,61.944,52.412,31.667,42.085,57.864,63.573,113.598,21.575,85.844,101.449,16.232,16.257,164.854,41.26,34.833,27.359,18.741,61.67,111.883,79.734,81.513,37.91,36.979,117.153,56.017,69.346,60.345,55.401,31.164,36.618,58.914,10.315,26.72,11.078,50.137,32.807,43.745,21.931,18.459,23.362,46.585,22.123,25.282,58.171,90.209,71.207,41.575,145.36,99.934,46.976,42.963,20.295,54.754,34.691,31.016,67.305,3.659,45.164,70.154,37.512,41.147,67.073,51.797,75.207,57.277,110.774,28.199,79.293,56.902,56.239,73.284,0,113.438,76.207,56.179,89.873,89.971,64.154,38.165,64.521,69.467,51.787,130.75,45.873,74.598,26.272,70.994,135.583,45.993,48.391,110.502,36.746,106.682,26.489,114.356,15.547,53.714, 
Tacotalpa,124.916,128.895,95.245,94.596,152.891,90.929,128.779,155.125,66.048,130.975,74.525,63.165,143.15,113.941,137.935,128.157,115.097,129.548,105.325,73.005,125.457,69.378,129.543,138.535,138.64,140.597,92.434,68.981,162.803,100.691,72.916,69.907,76.391,112.873,127.098,92.966,108.571,126.47,119.127,72.082,132.426,140.35,117.053,114.879,68.792,203.049,86.856,118.175,129.161,147.37,29.905,86.844,129.747,69.446,64.378,122.33,127.784,68.533,110.343,117.886,121.316,65.966,123.973,96.838,95.133,109.782,101.344,71.928,132.515,138.881,74.871,181.375,78.329,88.657,52.588,17.177,69.32,131.234,128.546,61.791,124.385,122.182,74.427,114.418,75.256,49.595,101.171,78.628,53.742,55.865,82.329,64.314,201.94,115.355,64.142,148.154,65.217,80.406,113.438,0,121.687,63.64,185.654,94.26,49.76,133.821,68.596,44.929,86.323,41.679,92.599,78.887,97.579,42.902,139.872,138.597,65.227,17.469,133.253,202.463,120.627,210.137,112.053,61.449, 
Vicente Guerrero,49.616,132.854,61.852,53.679,120.271,56.475,41.785,159.085,70.007,134.935,65.169,67.131,73.583,71.246,35.913,93.226,61.827,41.667,48.288,52.202,45.979,73.338,133.503,32.786,142.6,103.596,55.864,77.582,113.317,52.209,76.875,78.508,58.872,208.81,96.886,46.762,18.569,72.284,91.568,169.581,136.386,144.309,58.34,118.838,58.109,207.009,47.865,5.993,133.121,114.096,121.88,64.148,6.871,63.828,66.81,126.289,131.743,63.252,84.691,121.845,81.301,69.925,127.932,48.721,99.092,113.742,66.443,77.09,97.434,90.9,62.313,185.335,53.727,58.747,150.087,104.661,73.28,41.895,69.274,70.392,65.112,126.142,53.57,78.97,79.827,74.881,48.654,83.199,71.8,89.354,41.833,72.915,205.9,48.366,131.478,152.114,67.71,47.05,76.207,121.687,0,65.989,185.003,41.243,74.146,63.759,64.279,79.46,58.721,140.743,54.094,44.166,71.967,80.987,39.979,37.129,98.993,120.495,132.602,201.812,56.67,209.486,111.402,65.43, 
Bosque de Saloya,53.152,71.635,32.462,31.814,95.632,28.146,71.52,97.866,5.728,73.716,17.083,3.458,85.891,56.682,80.676,70.897,57.838,72.289,42.542,15.563,68.198,12.119,72.284,73.776,81.381,83.338,29.652,16.378,105.544,37.908,15.656,17.304,13.609,147.591,69.839,35.524,51.129,69.211,61.867,111.534,75.167,83.09,59.794,57.619,7.551,145.79,21.56,60.733,71.902,90.111,63.833,24.062,72.305,6.561,1.617,65.07,70.524,5.13,53.083,60.626,64.057,8.706,66.713,34.055,37.873,52.523,44.085,15.886,75.256,81.622,11.908,124.116,20.887,25.874,92.04,46.614,12.061,73.975,71.287,9.188,67.126,64.923,16.985,57.158,18.623,16.835,38.388,21.995,13.753,28.15,24.887,11.711,144.681,48.356,70.259,90.895,1.776,22.964,56.179,63.64,65.989,0,123.757,39.053,14.991,71.924,7.777,20.304,24.22,81.587,30.496,23.68,35.682,21.831,84.665,76.7,37.748,61.339,71.356,140.566,58.73,148.24,50.156,6.274, 
La Venta,128.624,64.549,116.976,130.399,67.588,122.325,131.923,49.586,118.248,66.697,136.097,120.649,122.726,96.611,140.577,80.764,112.397,132.692,126.225,134.577,128.351,115.728,65.265,141.177,82.5,74.282,129.885,130.637,80.524,122.579,110.779,126.558,132.267,174.744,70.71,154.538,170.143,95.537,74.762,233.548,55.578,54.392,118.271,70.514,130.364,29.76,148.428,179.747,99.056,86.974,185.847,142.72,160.258,129.039,124.095,76.548,69.453,127.608,84.215,71.54,103.534,118.831,65.642,126.54,90.625,76.484,113.059,115.279,76.127,82.493,126.865,18.647,139.901,124.253,214.054,168.628,115.67,133.875,102.865,123.447,125.603,65.794,135.999,87.634,113.858,138.848,128.424,109.841,135.767,120.491,143.901,125.97,38.624,119.111,140.439,118.048,124.933,141.978,89.873,185.654,185.003,123.757,0,158.487,132.67,109.005,133.037,137.983,129.51,199.266,123.597,143.114,105.605,139.51,204.099,137.638,116.907,179.018,97.667,24.811,118.134,32.486,76.435,122.23, 
Tamult de las Sabanas,70.988,105.427,50.298,47.447,129.424,45.982,82.474,131.658,42.58,107.508,37.742,39.704,97.775,90.474,76.602,104.689,91.63,82.356,60.378,24.775,76.386,45.911,106.076,73.475,115.173,117.13,45.285,50.155,139.336,55.744,49.448,51.081,31.445,181.383,103.631,5.44,26.383,103.003,95.659,142.154,108.959,116.882,93.586,91.411,30.682,179.582,20.438,35.987,105.694,123.903,94.453,36.721,47.559,36.401,39.383,98.862,104.316,35.825,86.875,94.418,97.849,42.498,100.505,51.891,71.665,86.315,77.877,49.663,109.048,115.414,34.886,157.908,26.3,43.71,122.66,77.234,45.853,82.584,105.079,42.965,100.918,98.715,26.143,90.95,52.4,47.454,56.224,55.772,44.373,61.927,14.406,45.488,178.473,66.192,104.051,124.687,40.283,12.352,89.971,94.26,41.243,39.053,158.487,0,46.798,105.822,36.931,52.112,40.834,113.395,48.613,16.818,69.58,53.639,59.507,77.754,71.645,93.147,105.254,174.464,70.798,182.138,84.054,38.082, 
Parrilla,75.632,79.611,45.96,45.311,103.607,41.644,79.495,105.841,16.764,81.691,25.24,13.881,93.866,64.657,88.651,78.873,65.813,80.264,56.04,23.72,76.173,20.094,80.259,89.251,89.356,91.313,43.149,19.697,113.519,51.406,23.632,20.623,27.106,155.566,77.814,43.681,59.286,77.186,69.843,97.654,83.142,91.066,67.769,65.595,19.507,153.765,37.571,68.89,79.877,98.086,49.953,37.559,80.462,20.161,15.094,73.046,78.5,19.249,61.059,68.602,72.032,16.682,74.689,47.553,45.849,60.498,52.06,22.644,83.231,89.597,25.586,132.091,29.044,39.372,78.16,32.734,20.036,81.95,79.262,12.507,75.101,72.898,25.142,65.134,25.972,2.949,51.886,29.344,1.327,33.712,33.044,15.03,152.656,66.071,89.714,98.87,15.933,31.121,64.154,49.76,74.146,14.991,132.67,46.798,0,84.751,19.526,6.087,37.253,67.371,43.529,29.817,48.509,7.614,90.802,89.527,50.574,47.122,84.183,153.393,71.557,161.067,62.983,12.379, 
Tecolutilla,27.669,50.817,43.977,41.071,47.61,41.343,22.46,56.037,66.415,58.026,84.264,68.816,19.506,33.203,30.926,30.595,13.031,23.229,27.681,82.744,20.242,63.894,56.594,31.526,83.723,41.394,44.552,78.804,40.84,33.472,58.946,74.777,56.868,149.932,38.975,102.705,81.63,12.367,36.412,181.715,59.477,53.34,11.053,39.603,78.531,130.1,65.709,69.055,74.244,41.619,134.014,48.385,56.888,61.634,72.262,70.186,54.835,63.064,46.649,65.742,15.229,66.998,51.024,36.113,55.352,54.793,32.687,63.498,34.003,27.801,60.187,89.846,88.068,43.615,162.221,116.795,63.836,25.039,6.396,71.614,5.281,44.064,84.166,27.527,62.077,87.015,29.88,58.06,83.934,68.71,92.068,74.137,110.411,20.567,97.992,93.236,73.1,90.145,38.165,133.821,63.759,71.924,109.005,105.822,84.751,0,63.34,84.148,44.426,145.431,38.512,89.279,36.714,85.675,103.257,27.361,64.257,125.183,73.34,125.428,16.315,133.102,52.141,68.395, 
Pomoca,48.011,79.978,27.321,26.673,103.974,23.005,57.304,106.208,12.645,82.058,15.373,10.375,74.798,65.024,65.045,79.24,56.321,61.196,37.401,13.853,53.409,20.462,80.626,68.635,89.724,91.68,24.511,24.445,113.886,32.767,23.999,25.371,8.468,155.934,78.181,33.814,49.419,77.553,70.21,116.49,83.509,91.433,52.834,65.962,5.841,154.132,16.419,59.023,80.245,98.453,68.789,18.921,70.595,1.522,7.092,73.413,78.867,2.952,61.426,68.969,72.399,17.049,75.056,28.914,46.216,60.866,37.865,24.214,83.598,89.964,6.948,132.458,19.177,20.733,96.996,51.57,20.403,58.344,63.768,17.255,59.606,73.265,15.275,65.501,26.951,21.79,33.247,30.323,18.709,36.478,23.177,19.778,153.023,43.215,78.602,99.238,8.06,21.254,64.521,68.596,64.279,7.777,133.037,36.931,19.526,63.34,0,26.225,18.942,87.509,25.218,21.778,41.894,27.752,82.764,59.602,43.96,67.261,77.568,146.778,47.403,154.452,56.368,12.658, 
Parrilla II,80.945,84.924,51.273,50.624,108.92,46.957,84.808,111.154,22.077,87.004,30.554,19.194,99.179,69.97,93.964,84.186,71.126,85.577,61.353,29.034,81.486,25.407,85.572,94.564,94.669,96.626,48.462,25.01,118.832,56.719,28.945,25.936,32.419,133.614,83.127,48.995,64.6,82.499,75.156,92.823,88.455,96.379,73.082,70.908,24.821,159.078,42.885,74.204,85.19,103.399,45.122,42.872,85.776,25.474,20.407,78.359,83.813,24.562,66.372,73.915,77.345,21.995,80.002,52.866,51.162,65.811,57.373,27.957,88.544,94.91,30.899,137.404,34.358,44.685,73.329,27.903,25.349,87.263,84.575,17.82,80.414,78.211,30.456,70.447,31.285,5.623,57.199,34.657,9.77,39.025,38.358,20.343,157.969,71.384,84.883,104.183,21.246,36.435,69.467,44.929,79.46,20.304,137.983,52.112,6.087,84.148,26.225,0,41.578,66.746,47.854,34.142,52.834,6.989,95.127,93.852,54.899,46.497,88.508,157.718,75.882,165.392,67.308,16.704, 
Nacajuca,29.097,76.451,12.62,7.286,86.289,8.304,38.39,102.681,29.088,78.531,33.1,26.818,55.884,46.826,46.131,68.806,37.407,42.282,18.487,31.58,34.495,32.581,77.099,49.721,86.197,88.153,5.124,42.172,83.579,13.853,36.118,43.098,13.199,152.407,74.654,46.274,53.322,47.864,66.683,134.217,79.982,87.906,33.92,62.435,23.568,150.605,20.537,62.926,76.718,80.819,86.516,4.441,51.85,17.965,23.535,69.886,75.34,19.395,50.427,65.442,56.881,34.776,71.529,10,51.32,57.339,22.351,39.691,80.071,66.48,16.518,128.931,36.904,6.032,114.723,69.297,32.523,39.43,44.854,34.982,40.692,69.738,33.002,54.55,42.428,39.517,14.333,43.771,36.436,51.955,27.077,37.505,149.496,24.301,83.703,95.711,24.503,28.733,51.787,86.323,58.721,24.22,129.51,40.834,37.253,44.426,18.942,41.578,0,104.611,6.766,27.385,26.372,44.854,87.964,41.15,57.164,84.363,77.091,146.301,28.951,153.975,55.891,29.76, 
Pichucalco,142.228,146.207,112.557,111.908,170.203,108.241,146.091,172.437,83.36,148.287,91.837,80.477,160.462,131.253,155.247,145.469,132.409,146.86,122.637,90.317,142.769,86.69,96.311,155.847,78.287,157.909,109.746,86.293,180.115,118.003,90.228,87.219,93.703,71.488,144.41,110.278,125.883,143.782,136.439,32.061,149.738,157.662,134.365,132.191,86.104,220.361,104.168,135.487,68.808,164.682,17.455,104.156,147.059,86.758,81.69,83.951,92.106,85.845,127.655,135.198,138.628,83.278,141.285,114.15,112.445,85.457,118.656,89.24,149.827,156.193,92.183,198.687,95.641,105.969,12.567,56.771,86.632,148.546,145.858,79.103,141.697,139.494,91.739,131.73,92.568,66.907,118.483,95.94,71.053,57.906,99.641,81.626,219.252,132.667,22.757,85.998,82.529,97.718,130.75,41.679,140.743,81.587,199.266,113.395,67.371,145.431,87.509,66.746,104.611,0,110.24,96.528,115.22,60.543,157.513,156.238,52.671,24.348,66.216,220.104,138.268,227.778,86.681,79.09, 
Jalpa de Mndez,23.183,70.538,9.066,9.232,80.375,3.576,32.476,96.768,35.364,72.618,39.376,33.094,49.97,40.912,40.217,62.892,31.493,36.368,12.573,37.856,28.581,45.44,71.186,45.094,80.284,82.24,9.933,48.448,77.665,7.939,40.492,49.374,19.475,146.494,68.741,54.053,61.101,41.95,60.77,140.493,74.069,81.993,28.006,56.522,29.844,144.692,28.316,59.39,70.805,74.905,92.792,10.992,47.223,24.241,29.811,63.973,69.427,25.671,44.514,59.529,50.967,41.052,65.616,5.373,47.155,51.426,16.438,45.044,74.158,60.566,22.794,123.018,43.18,5.848,120.999,75.573,45.382,33.516,38.94,41.258,34.778,63.825,39.278,48.636,43.623,45.793,8.419,39.606,42.712,50.256,34.856,43.781,143.583,18.387,79.538,89.798,30.779,36.512,45.873,92.599,54.094,30.496,123.597,48.613,43.529,38.512,25.218,47.854,6.766,110.24,0,33.662,20.46,51.131,94.241,35.238,48.004,90.64,71.179,140.389,23.039,148.063,49.979,36.037, 
Ocuiltzapotln,56.021,90.054,35.331,32.48,114.051,31.015,65.314,116.285,27.207,92.135,22.368,24.331,82.808,75.101,79.525,89.316,76.257,69.206,45.411,9.402,61.419,30.538,90.703,76.398,99.8,101.757,30.318,34.782,123.963,40.777,34.075,35.708,16.478,166.01,88.258,17.943,29.306,87.63,80.286,126.781,93.586,101.509,78.213,76.038,15.308,164.209,7.589,38.91,90.321,108.53,79.08,21.754,50.482,21.027,24.01,83.489,88.943,20.451,71.502,79.045,82.476,27.125,85.132,36.924,56.292,70.942,62.504,34.29,93.675,100.041,19.919,142.535,10.926,28.743,107.287,61.861,30.48,85.507,89.706,27.592,85.545,83.342,10.77,75.577,37.027,32.081,41.257,40.399,29,46.554,2.325,30.115,163.1,51.225,88.678,109.314,24.91,2.855,74.598,78.887,44.166,23.68,143.114,16.818,29.817,89.279,21.778,34.142,27.385,96.528,33.662,0,54.642,38.701,62.395,80.642,56.707,78.209,90.316,159.526,55.857,167.2,69.116,23.144, 
Cunduacn,33.51,52.546,13.856,27.279,76.542,19.205,37.374,78.776,30.173,54.626,48.022,32.574,51.745,21.31,46.53,43.291,23.691,38.143,28.563,46.502,34.052,27.652,53.194,47.13,62.292,64.248,26.765,42.562,75.866,19.431,22.704,38.535,31.119,128.502,50.749,66.463,82.068,32.554,42.778,145.473,56.077,64.001,25.648,38.53,42.289,126.7,39.96,91.672,52.813,71.021,97.772,28.412,65.096,40.964,36.02,45.981,51.435,39.533,26.522,41.537,31.366,30.756,47.624,23.42,23.749,33.434,9.939,27.256,56.166,50.182,38.79,105.026,51.826,21.133,125.979,80.553,27.594,39.829,37.141,35.372,32.98,45.833,47.924,29.035,25.835,50.773,24.409,21.818,47.692,32.468,55.826,37.895,125.591,23.949,61.75,71.806,36.858,53.903,26.272,97.579,71.967,35.682,105.605,69.58,48.509,36.714,41.894,52.834,26.372,115.22,20.46,54.642,0,49.406,113.995,44.213,27.988,88.914,51.163,120.373,26.243,128.047,29.963,32.126, 
Playas del Rosario (Subteniente Garca),82.472,86.451,52.8,52.151,110.447,48.484,86.335,112.681,23.604,88.531,32.081,20.721,100.706,71.497,95.491,85.713,72.653,87.104,62.88,30.561,83.013,26.934,87.099,96.091,96.196,98.153,49.989,26.537,120.359,58.246,30.472,27.463,33.946,131.587,84.654,50.522,66.127,84.026,76.683,90.796,89.982,97.906,74.609,72.435,26.348,160.605,44.412,75.731,86.717,104.926,43.095,44.399,87.303,27.001,21.934,79.886,85.34,26.089,67.899,75.442,78.872,23.522,81.529,54.393,52.689,67.338,58.9,29.484,90.071,96.437,32.426,138.931,35.885,46.212,71.302,25.876,26.876,88.79,86.102,19.347,81.941,79.738,31.983,71.974,32.812,7.15,58.726,36.184,11.297,40.552,39.885,21.87,159.496,72.911,82.856,105.71,22.773,37.962,70.994,42.902,80.987,21.831,139.51,53.639,7.614,85.675,27.752,6.989,44.854,60.543,51.131,38.701,49.406,0,101.319,100.044,61.091,39.966,94.7,163.91,82.074,171.584,73.5,22.896, 
Frontera,89.041,151.039,95.91,93.059,175.036,91.594,81.21,177.27,88.192,153.12,83.354,85.316,113.008,136.086,75.338,150.301,101.252,81.092,87.713,70.387,85.404,91.523,151.688,72.211,160.785,162.742,90.897,95.767,184.948,101.356,95.06,96.693,77.057,226.995,149.243,64.947,36.753,111.709,141.271,187.766,154.571,162.494,97.765,137.023,76.294,225.194,66.05,31.745,151.306,169.515,140.065,82.333,46.295,82.013,84.995,144.474,149.928,81.437,132.487,140.03,143.461,88.11,146.117,97.503,117.277,131.927,123.489,95.275,154.66,161.026,80.498,203.52,71.912,89.322,168.272,122.846,91.465,81.32,108.699,88.577,104.537,144.327,71.755,136.562,98.012,93.066,101.836,101.384,89.985,107.539,60.018,91.1,224.085,87.791,149.663,170.299,85.895,65.235,135.583,139.872,39.979,84.665,204.099,59.507,90.802,103.257,82.764,95.127,87.964,157.513,94.241,62.395,113.995,101.319,0,71.897,117.241,138.743,150.85,220.06,91.438,227.734,129.65,83.678, 
Paraso,13.145,84.579,40.968,38.062,86.148,38.334,5.314,83.739,71.191,86.659,89.04,73.592,37.112,41.031,4.297,63.012,29.201,5.18,24.672,87.52,9.508,68.67,85.227,4.897,91.55,69.096,41.543,83.58,79.194,30.463,63.722,79.553,53.859,157.76,66.672,83.194,55.001,36.887,61.354,186.491,88.11,79.93,25.714,70.563,64.228,158.733,62.7,42.426,82.071,79.973,138.79,45.376,30.258,58.625,77.038,78.014,83.468,60.055,54.476,73.57,39.75,71.774,79.657,33.104,63.18,62.621,37.463,68.274,61.705,55.503,57.178,137.059,90.159,40.606,166.997,121.571,68.612,5.424,33.877,76.39,28.611,77.866,90.002,48.756,66.853,91.791,26.872,62.836,88.71,73.486,78.265,78.913,157.624,21.969,102.768,101.064,77.876,83.482,45.993,138.597,37.129,76.7,137.638,77.754,89.527,27.361,59.602,93.852,41.15,156.238,35.238,80.642,44.213,100.044,71.897,0,70.519,131.445,81.025,153.832,20.283,161.506,59.826,74.657, 
Reforma,61.054,63.847,39.912,54.823,87.844,46.749,64.917,90.078,32.239,65.928,50.087,34.64,79.288,48.894,74.073,63.109,51.235,65.686,56.107,48.567,61.595,29.718,64.496,74.673,47.858,75.55,54.309,24.679,97.756,46.975,24.77,22.598,46.257,87.538,62.051,68.528,84.133,61.423,54.079,83.509,67.379,75.302,53.191,49.831,44.354,138.002,62.418,93.737,38.379,82.323,47.121,56.71,105.309,43.03,38.086,57.282,62.737,41.599,45.295,52.838,56.269,32.821,58.926,50.964,30.086,44.735,37.482,19.049,67.468,73.834,40.855,116.328,53.891,46.764,64.015,82.618,29.66,67.372,64.684,30.499,60.523,57.135,49.989,49.37,23.445,52.838,51.953,18.655,49.757,16.531,57.891,28.374,136.893,51.493,33.924,55.569,38.924,55.968,48.391,65.227,98.993,37.748,116.907,71.645,50.574,64.257,43.96,54.899,57.164,52.671,48.004,56.707,27.988,61.091,117.241,70.519,0,66.395,35.762,133.168,51.384,140.842,42.759,34.38, 
