LOCALIDADES,El Salvador,San Lucas Evangelista,Santa Cruz del Astillero,La Manzanilla de la Paz,La Cofrada de la Luz,Santiago Totolimixpan (Colonia la Guadalupana),Estipac,Paseo Puente Viejo,El Plan (El Cerrito),El Cabezn (El Limn),El Salitre,Buenavista,Santa Fe,Lomas de Tejeda,Villa Emiliano Zapata (Ejido Modelo),Amacueca,Juanacatln,La Laja,Chantepec (El Chante),El Crucero de Santa Mara,Zapotln del Rey,San Marcos,Zapotitn de Hidalgo,La Capilla del Refugio,San Luis Soyatln,Jardines de San Sebastin,San Isidro Mazatepec,Cuisillos,San Francisco de la Soledad (San Francisco),San Esteban (San Miguel Tateposco),Hostotipaquillo,Teuchitln,La Unin del Cuatro (San Jos del Valle),Teocuitatln de Corona,Chiquilistln,Nextipac,Fraccionamiento Campestre las Palomas,Hacienda los Fresnos,Fraccionamiento la Alameda,Cuquo,Paseo del Prado,Tenamaxtln,Concepcin de Buenos Aires,Palomar,La Punta,San Antonio Tlayacapan,Mezcala,Atoyac,San Pedro Itzicn,Cajititln,San Juanito de Escobedo,Atemajac de Brizuela,La Venta del Astillero,Puente Grande,Galaxia la Noria,Colinas del Roble,Ixtlahuacn de los Membrillos,Ixtlahuacn del Ro,El Refugio,Zapote del Valle (Zapote de Santa Cruz),Atequiza,San Juan Cosal,Bellavista,Atotonilquillo,Los Ruiseores,San Miguel Cuyutln,Villa Corona,Los Olivos,San Martn Hidalgo,Fraccionamiento Rancho Alegre,El Capuln,La Alameda,Galaxia Bonito Jalisco,Juanacatln,Tecolotln,Valle Dorado Inn,Acatln de Jurez,Ajijic,Amatitn,Fraccionamiento Villas de la Hacienda,Santa Cruz de las Flores,El Arenal,Lomas de San Agustn,Acatic,La Tijera,Centro de Readaptacin Social,Etzatln,Poncitln,Fraccionamiento Real del Valle (El Paraso),Cocula,Tizapn el Alto,Ahualulco de Mercado,San Jos del Castillo,Magdalena,San Jos el Verde (El Verde),El Quince (San Jos el Quince),Zacoalco de Torres,Jocotepec,Lomas del Sur,Santa Anita,Chapala,El Salto,Las Pintas,Las Pintitas,Santa Cruz del Valle,San Sebastin el Grande,Tequila,Coyula,Tlajomulco de Ziga,San Agustn,Zapotlanejo,Tala,Ameca,Tesistn (San Francisco Tesistn),Hacienda Santa Fe,Tepatitln de Morelos,Tonal,Tlaquepaque,Zapopan,Guadalajara, 
Cajititln,119.67,12.26,66.174,114.96,59.161,50.063,60.957,35.437,40.113,88.806,78.291,30.472,52.605,13.974,109.32,91.145,99.556,47.045,51.185,70.587,58.412,145.183,48.72,17.359,73.212,22.35,39.193,60.719,29.356,54.546,151.18,78.001,16.049,83.397,123.732,59.074,62.206,19.754,16.812,112.162,21.407,121.542,115.283,42.616,35.437,34.563,44.35,83.615,51.327,0,118.576,87.943,57.954,38.989,13.847,20.311,21.741,86.178,82.213,10.735,22.608,42.733,47.247,24.854,74.94,10.936,49.362,13.482,82.762,14.248,9.079,15.914,21.42,25.182,109.514,14.628,41.593,35.271,83.839,18.675,26.811,76.24,33.007,83.36,38.184,36.901,121.243,44.563,16.436,69.144,105.09,106.313,18.152,108.167,27.023,28.811,63.904,52.743,23.26,26.922,28.58,23.261,30.819,22.1,18.731,24.242,96.431,44.949,18.407,31.777,48.653,61.492,94.714,61.179,13.706,97.109,39.958,29.14,42.31,36.955, 
San Juanito de Escobedo,94.498,94.838,58.724,171.052,56.844,150.172,69.754,104.573,76.139,55.582,45.589,77.549,121.308,88.7,165.412,132.917,141.328,121.351,115.263,70.313,140.833,25.74,104.812,117.437,129.304,89.945,63.892,47.994,109.047,90.517,58.325,25.897,98.69,139.489,122.566,66.999,80.201,98.413,109.78,151.52,92.903,99.932,171.375,88.982,104.573,134.64,144.427,139.707,151.404,118.576,0,125.959,63.549,112.02,86.957,99.754,124.578,129.484,38.219,106.209,125.444,117.216,76.251,127.69,55.759,91.706,71.082,116.318,58.259,113.077,107.564,108.422,113.928,115.384,104.355,98.752,79.575,138.108,56.985,96.636,77.304,66.77,86.222,142.904,88.694,109.932,12.329,147.399,94.943,67.424,154.326,12.891,106.656,29.209,99.908,101.696,104.001,107.129,86.733,92.408,131.417,113.844,97.93,98.23,96.365,95.715,44.687,103.942,85.436,84.992,117.016,43.352,42.429,74.311,101.075,156.653,99.503,91.541,81.299,88.244, 
Atemajac de Brizuela,164.275,80.635,110.779,135.537,67.896,132.595,49.329,114.901,47.472,65.056,62.668,59.617,132.069,76.159,129.897,49.733,13.549,126.721,79.748,47.746,146.203,142.169,69.297,104.659,93.789,77.404,66.013,87.539,119.375,107.226,195.784,104.821,82.993,72.282,31.418,103.679,110.25,80.789,109.607,166.129,82.68,72.005,97.761,79.233,114.901,97.044,121.668,67.732,128.646,87.943,125.959,0,101.734,121.356,72.312,78.602,102.993,139.488,96.728,95.565,103.86,85.704,58.159,106.106,118.719,75.126,60.274,98.725,55.516,99.491,106.265,107.123,112.629,116.391,59.057,84.979,47.18,93.506,127.619,80.723,64.011,120.019,71.991,148.162,77.168,119.268,130.185,125.815,91.608,52.133,122.814,114.667,105.358,151.947,98.61,100.398,42.105,75.617,73.21,74.048,102.514,114.47,96.631,96.932,93.03,76.083,140.21,109.2,68.855,70.761,122.274,92.437,75.876,108.441,84.88,161.911,104.761,91.576,90.357,91.977, 
La Venta del Astillero,65.931,55.443,12.435,130.948,63.056,89.55,76.945,43.951,56.101,56.361,52.712,46.46,60.686,49.305,125.308,107.133,115.544,60.729,75.159,74.481,80.211,91.444,64.708,56.815,89.2,37.022,47.087,34.113,48.425,29.895,97.441,39.224,38.069,99.385,127.625,6.378,19.58,37.792,49.158,90.898,32.282,125.436,131.271,28.361,43.951,74.018,83.805,99.603,90.782,57.954,63.549,101.734,0,50.061,46.597,37.795,62.619,67.525,26.527,44.25,63.485,79.971,59.238,65.731,19.254,51.346,61.353,54.359,62.691,51.118,45.605,46.463,51.969,53.425,111.225,36.793,53.584,76.149,28.153,34.677,37.287,20.553,33.267,80.945,26.735,47.973,65.557,85.44,32.984,70.855,117.081,50.627,44.697,52.481,37.949,39.737,75.895,69.884,37.489,30.449,69.458,51.885,35.971,36.271,34.406,33.756,40.744,41.983,45.076,30.607,55.057,25.071,62.496,12.352,39.116,94.694,37.544,29.582,19.34,26.285, 
Puente Grande,114.402,50.746,60.906,139.624,94.771,56.445,96.567,8.564,75.723,104.832,101.183,66.082,11.046,52.46,133.984,126.755,135.166,5.486,71.674,106.197,47.106,139.915,84.33,21.639,97.876,46.154,72.455,82.584,3.679,50.304,145.912,87.695,40.714,119.007,159.342,53.806,57.638,44.419,19.807,107.921,40.018,157.152,139.947,47.983,8.564,55.052,64.84,119.225,71.817,38.989,112.02,121.356,50.061,0,42.422,46.929,36.508,78.386,75.478,31.626,37.375,57.5,81.473,27.959,68.205,39.511,83.588,28.249,116.988,25.007,19.494,14.899,10.563,8.262,143.74,39.143,75.819,50.038,77.104,44.619,59.523,69.505,47.251,42.203,41.229,4.804,114.508,60.087,39.682,103.37,139.316,99.578,14.473,101.432,22.775,21.387,98.13,67.51,49.085,46.215,43.348,6.939,34.586,25.867,34.477,47.476,89.696,22.584,46.982,52.843,11.977,74.022,111.447,52.626,40.874,55.952,17.276,32.907,35.575,26.964, 
Galaxia la Noria,110.938,10.117,57.442,101.526,45.727,62.077,47.523,48.641,26.679,75.372,64.857,17.038,65.809,3.618,95.886,77.711,86.122,60.249,45.737,57.153,70.426,103.167,35.286,30.563,59.778,10.998,23.824,45.35,42.56,53.889,142.447,62.632,13.377,69.963,110.298,50.342,56.913,11.173,30.016,112.793,16.274,108.108,101.849,25.897,48.641,46.577,56.364,70.181,63.341,13.847,86.957,72.312,46.597,42.422,0,9.778,34.908,85.123,50.402,22.27,35.775,54.261,33.528,38.021,64.355,6.628,35.643,26.649,69.043,27.415,21.645,29.081,34.587,38.349,95.795,15.183,27.874,48.438,73.255,12.283,11.43,65.655,17.626,82.581,22.803,50.068,89.432,57.73,16.735,55.425,91.371,74.502,31.319,97.583,30.779,32.567,50.185,44.174,7.382,16.389,41.747,36.428,21.71,29.101,19.058,13.709,85.846,58.116,3.763,16.396,61.82,46.111,79.333,54.077,15.084,96.33,39.179,23.745,35.992,30.859, 
Colinas del Roble,102.136,17.316,48.64,107.816,52.017,65.289,53.813,39.661,32.969,81.662,71.147,23.328,56.829,7.153,102.176,84.001,92.412,51.269,52.027,63.443,73.759,127.648,41.576,32.585,66.068,3.961,28.992,50.518,44.135,45.087,133.645,75.429,5.683,76.253,116.588,41.54,48.111,3.479,22.261,106.09,9.236,114.398,108.139,18.144,39.661,49.788,59.576,76.471,66.553,20.311,99.754,78.602,37.795,46.929,9.778,0,36.677,71.867,55.441,13.902,37.544,59.3,38.567,39.79,57.24,13.808,40.682,28.418,74.082,25.176,19.663,20.521,26.027,29.789,100.834,7.471,32.913,50.207,66.14,4.571,16.469,58.54,13.764,74.869,14.502,43.725,94.471,59.499,9.023,60.464,96.41,79.541,22.759,90.468,23.067,24.855,55.224,49.213,5.513,8.564,43.517,27.868,13.998,21.389,11.346,5.884,78.731,35.906,10.587,11.797,48.981,51.15,84.372,46.962,7.372,88.618,31.467,16.033,26.202,23.034, 
Ixtlahuacn de los Membrillos,126.96,24.619,73.464,98.972,76.408,47.741,78.204,42.727,57.36,117.39,95.538,47.719,59.895,35.212,93.332,108.392,116.803,54.335,31.022,87.834,56.09,152.473,46.444,19.034,57.224,38.911,56.44,95.142,36.646,61.836,158.47,100.253,31.578,100.644,140.979,66.364,69.496,35.283,24.102,119.452,41.941,138.789,99.295,49.906,42.727,14.4,23.737,100.862,30.715,21.741,124.578,102.993,62.619,36.508,34.908,36.677,0,92.2,88.236,26.048,20.249,24.351,68.151,22.494,80.963,30.063,70.266,12.934,103.666,20.271,23.082,21.936,27.442,31.204,130.418,33.565,62.497,16.889,89.862,37.437,45.921,82.263,52.117,89.382,51.226,42.923,127.266,42.204,35.198,90.048,85.458,112.336,24.174,114.19,33.045,34.833,84.808,34.361,42.37,48.471,10.198,29.283,36.842,28.123,36.733,49.732,102.454,50.971,37.517,55.099,54.675,86.78,124.205,67.202,35.296,103.131,45.98,35.163,48.333,42.977, 
Ixtlahuacn del Ro,131.866,93.196,78.37,168.702,112.903,114.508,114.699,71.118,93.855,122.296,118.647,84.214,88.286,77.067,163.062,144.887,153.298,82.726,112.913,124.329,105.169,157.379,102.462,90.212,126.954,70.258,90.586,100.048,75.592,38.998,163.376,105.159,72.588,137.139,177.474,71.27,49.59,69.404,81.57,26.698,63.894,175.284,169.025,66.115,71.118,102.242,112.029,137.357,126.462,86.178,129.484,139.488,67.525,78.386,85.123,71.867,92.2,0,87.513,73.439,92.675,112.8,97.789,94.921,80.24,89.898,99.904,83.548,123.677,80.307,74.794,75.652,88.098,83.64,160.056,77.444,92.135,105.338,89.139,75.328,75.839,81.539,71.819,109.943,65.286,78.188,126.543,114.63,73.635,119.686,155.632,111.613,82.6,113.467,82.223,68.926,114.446,108.435,78.14,69,98.647,82.1,65.16,65.46,65.274,74.407,101.731,60.152,83.628,69.159,84.055,86.057,123.482,55.133,79.767,123.692,63.058,61.956,52.362,50.946, 
El Refugio,70.692,58.475,22.361,134.689,40.575,113.809,53.485,68.21,45.349,33.879,30.23,41.186,84.945,52.337,129.049,102.127,110.538,84.988,78.9,52,104.47,54.429,68.449,81.074,92.941,53.582,27.529,11.631,72.684,54.154,113.262,13.894,62.327,103.126,105.144,30.636,43.838,62.05,73.417,115.157,56.54,102.955,135.012,52.619,68.21,98.277,108.064,103.344,115.041,82.213,38.219,96.728,26.527,75.478,50.402,55.441,88.236,87.513,0,69.897,89.132,80.904,39.939,91.378,19.447,55.394,52.059,80.006,40.238,76.765,71.252,72.11,77.616,79.072,88.771,62.44,46.45,101.796,33.647,60.324,40.992,22.813,49.91,106.592,52.382,73.62,40.937,111.087,58.631,48.401,118.014,26.008,70.344,61.884,63.596,65.384,70.876,70.817,50.421,56.096,95.105,77.532,61.618,61.918,60.053,59.403,46.238,67.63,49.124,48.68,80.704,7.04,40.043,37.999,64.763,120.341,63.191,55.229,44.987,51.932, 
Zapote del Valle (Zapote de Santa Cruz),108.591,22.079,55.095,120.661,68.98,51.59,70.776,24.358,49.932,99.021,95.372,40.291,41.526,18.989,115.021,100.964,109.375,35.966,52.711,80.406,59.939,134.104,58.539,18.886,78.913,16.136,41.8,76.773,28.832,43.467,140.101,81.884,8.803,93.216,133.551,47.995,51.127,12.508,8.679,101.083,14.161,131.361,120.984,31.538,24.358,36.089,45.877,93.434,52.854,10.735,106.209,95.565,44.25,31.626,22.27,13.902,26.048,73.439,69.897,0,24.047,44.172,60.703,26.293,66.112,19.004,62.818,14.921,96.218,11.679,6.166,7.024,12.53,16.292,122.97,7.795,55.049,36.71,75.011,11.667,28.493,67.412,25.992,74.532,28.2,19.458,112.415,46.002,9.428,82.6,105.279,97.485,9.262,99.339,18.195,19.983,77.36,54.182,17.537,20.087,30.02,14.371,12.334,13.273,9.682,17.908,87.603,36.121,26.475,32.073,39.825,71.929,109.354,52.351,10.998,88.281,31.13,20.312,33.482,28.127, 
Atequiza,127.826,25.486,74.33,114.862,77.275,25.549,79.071,43.593,58.227,118.256,96.405,48.586,38.751,36.079,109.222,109.259,117.67,33.191,46.912,88.701,33.898,153.339,62.334,19.901,73.114,39.778,57.307,96.008,37.513,62.703,159.336,101.119,32.445,101.511,141.846,67.23,70.362,36.15,24.969,120.319,42.808,139.656,115.185,50.773,43.593,30.29,20.558,101.729,27.536,22.608,125.444,103.86,63.485,37.375,35.775,37.544,20.249,92.675,89.132,24.047,0,43.554,66.72,3.195,81.326,30.426,68.835,13.297,102.235,20.634,23.445,22.299,27.805,21.176,128.987,33.928,61.066,36.092,90.225,37.8,46.284,82.626,52.48,89.745,51.589,43.286,127.629,22.905,35.561,88.617,104.661,112.699,24.537,114.553,33.408,35.196,83.377,53.564,42.733,48.834,29.402,29.646,37.205,28.486,37.096,50.095,102.817,51.334,37.88,55.462,55.038,87.143,124.568,67.565,35.659,103.494,46.343,35.526,48.696,43.34, 
San Juan Cosal,144.312,45.611,90.816,73.509,59.119,68.733,60.915,63.718,40.071,88.764,78.249,39.654,80.886,56.196,67.869,91.103,99.514,75.326,5.559,70.545,77.082,133.426,20.981,40.026,31.761,57.441,54.082,75.609,57.638,82.828,175.821,92.891,52.57,51.365,123.69,83.716,90.287,60.826,45.094,140.444,62.933,121.5,73.832,59.27,63.718,12.548,37.172,83.572,44.15,42.733,117.216,85.704,79.971,57.5,54.261,59.3,24.351,112.8,80.904,44.172,43.554,0,44.005,43.804,97.097,53.504,46.12,34.245,79.52,41.581,44.393,43.247,48.753,52.515,106.272,54.875,38.351,8.008,105.997,59.101,42.389,98.397,50.369,110.693,55.546,64.233,122.883,63.514,56.508,65.902,61.313,100.513,45.485,130.325,54.355,56.143,60.662,10.216,51.588,52.426,17.016,50.594,58.152,49.433,58.043,54.461,118.588,72.281,47.233,49.139,75.985,79.562,99.88,86.819,56.606,124.442,67.291,56.473,68.735,64.288, 
Bellavista,103.342,39.939,55.011,94.841,19.974,91.899,21.77,74.205,6.78,49.619,39.104,18.921,91.373,35.463,89.201,63.558,71.969,86.025,39.052,31.4,105.507,92.461,28.601,63.963,53.093,36.708,13.118,34.644,78.679,66.53,155.088,51.926,42.297,62.29,84.545,62.983,69.554,40.093,68.911,125.433,41.984,82.355,95.164,38.537,74.205,56.348,80.972,62.508,87.95,47.247,76.251,58.159,59.238,81.473,33.528,38.567,68.151,97.789,39.939,60.703,66.72,44.005,0,65.521,51.339,34.541,8.083,58.14,41.483,58.906,65.68,66.538,72.044,75.806,68.235,44.394,7.512,52.921,65.539,40.138,23.426,54.705,31.406,107.577,36.583,78.683,78.601,85.23,51.023,27.865,82.229,63.671,64.773,111.362,58.025,59.813,31.938,35.032,32.625,33.463,61.929,73.885,56.046,56.347,52.445,35.498,78.13,68.615,28.27,30.176,81.689,35.28,61.843,67.856,44.295,121.326,64.176,50.991,49.772,51.392, 
Atotonilquillo,130.072,27.732,76.576,117.107,79.521,23.513,81.317,45.839,60.473,120.502,98.651,50.832,37.241,38.325,127.818,111.505,119.916,31.681,49.157,90.947,31.862,155.585,64.579,22.147,75.359,42.024,59.553,98.254,28.097,64.949,161.582,103.365,34.691,103.757,144.092,69.476,72.608,38.396,27.215,122.565,45.054,141.902,117.43,53.019,45.839,32.535,18.644,103.975,25.622,24.854,127.69,106.106,65.731,27.959,38.021,39.79,22.494,94.921,91.378,26.293,3.195,43.804,65.521,0,83.589,32.689,71.098,15.56,104.498,22.897,25.708,24.562,30.068,19.909,131.25,36.191,63.329,38.355,92.488,40.063,48.547,84.889,54.743,92.008,53.852,45.549,129.892,20.48,37.824,90.88,106.924,114.962,26.8,116.816,35.671,37.459,85.64,55.827,44.996,51.097,31.665,31.909,39.468,30.749,39.359,52.358,105.08,53.597,40.143,57.725,57.301,89.406,126.831,69.828,37.922,105.757,48.606,37.789,50.959,45.603, 
Los Ruiseores,63.418,72.428,15.087,147.933,55.267,106.536,68.177,60.937,57.117,48.571,44.923,52.954,77.672,66.29,142.293,124.118,132.529,77.715,92.144,66.692,97.197,71.969,81.693,73.801,106.185,54.007,39.297,26.323,65.411,46.881,105.989,31.434,55.054,116.37,119.836,23.363,36.565,54.777,66.144,107.884,49.267,117.647,148.256,45.346,60.937,91.004,100.791,116.588,107.768,74.94,55.759,118.719,19.254,68.205,64.355,57.24,80.963,80.24,19.447,66.112,81.326,97.097,51.339,83.589,0,59.752,59.631,83.021,47.81,79.78,74.267,75.125,80.631,82.087,96.343,65.455,50.808,104.811,36.662,63.339,45.35,25.828,54.268,109.607,55.397,76.635,50.676,114.102,61.646,55.973,122.372,35.746,73.359,64.899,66.611,68.399,75.234,75.175,54.779,59.111,98.12,80.547,64.633,64.933,63.068,62.418,49.253,70.645,53.482,53.038,83.719,10.19,47.615,41.014,67.778,123.356,66.206,58.244,48.002,54.947, 
San Miguel Cuyutln,115.687,3.646,62.191,104.34,48.541,55.605,50.337,45.73,29.493,78.186,67.671,19.852,62.898,7.667,98.7,80.525,88.936,57.338,48.551,59.967,63.954,107.916,38.1,26.898,62.592,16.22,28.573,50.099,39.649,58.638,147.196,67.381,19.749,72.777,113.112,55.091,61.662,15.222,27.105,117.542,21.496,110.922,104.663,30.646,45.73,40.105,49.892,72.995,56.869,10.936,91.706,75.126,51.346,39.511,6.628,13.808,30.063,89.898,55.394,19.004,30.426,53.504,34.541,32.689,59.752,0,38.621,23.794,72.021,24.56,17.971,26.226,31.732,35.494,98.773,18.568,30.852,41.61,77.895,16.389,16.07,70.295,22.266,93.672,27.443,47.213,94.072,50.902,20.376,58.403,94.349,79.142,28.464,102.223,37.335,39.123,53.163,47.152,12.519,24.323,34.92,33.573,25.323,32.412,22.671,17.998,90.486,55.261,7.666,21.036,58.965,50.751,83.973,58.717,13.562,107.421,50.27,27.386,40.632,47.267, 
Villa Corona,125.694,42.054,72.198,96.956,13.019,94.014,14.814,76.32,8.895,42.664,32.149,21.036,93.488,37.578,91.316,65.673,74.084,88.14,41.167,24.445,107.622,87.292,30.716,66.078,55.208,38.823,20.2,41.726,80.794,68.645,157.203,64.046,44.412,64.405,77.589,65.098,71.669,42.208,71.026,127.548,44.099,75.399,97.279,40.652,76.32,58.463,83.087,64.623,90.065,49.362,71.082,60.274,61.353,83.588,35.643,40.682,70.266,99.904,52.059,62.818,68.835,46.12,8.083,71.098,59.631,38.621,0,60.317,34.432,61.083,67.857,68.715,74.221,77.983,61.184,46.571,9.689,55.098,80.899,42.315,25.603,70.065,33.583,109.754,38.76,80.86,70.943,87.407,53.2,20.814,84.406,55.425,66.95,113.539,60.202,61.99,34.115,37.209,34.802,35.64,64.106,76.062,58.223,58.524,54.622,37.675,93.49,70.792,30.447,32.353,83.866,42.429,54.792,70.033,46.472,123.503,66.353,53.168,51.949,53.569, 
Los Olivos,118.7,22.233,65.204,107.548,72.14,38.476,73.936,34.467,53.092,109.13,91.27,43.451,51.635,26.953,101.908,104.124,112.535,46.075,39.598,83.566,46.825,144.213,55.02,5.109,65.8,30.652,52.172,86.882,28.387,53.576,150.21,91.993,23.319,96.376,136.711,58.104,61.236,27.024,15.843,111.192,33.682,134.521,107.871,41.647,34.467,22.976,32.763,96.594,39.74,13.482,116.318,98.725,54.359,28.249,26.649,28.418,12.934,83.548,80.006,14.921,13.297,34.245,58.14,15.56,83.021,23.794,60.317,0,94.635,8.266,11.077,9.931,15.437,19.199,121.387,21.56,53.466,33.336,77.857,25.432,38.684,70.258,43.053,77.377,39.221,30.918,115.261,42.628,23.193,81.017,101.905,100.331,12.169,102.185,21.04,22.828,75.777,50.808,35.133,36.466,26.646,17.278,24.837,16.118,24.728,37.727,90.449,38.966,30.28,43.094,42.67,74.775,112.2,55.197,23.291,91.126,33.975,23.158,36.328,30.972, 
San Martn Hidalgo,106.855,75.454,58.524,130.356,22.999,127.414,35.91,109.72,42.294,8.086,14.282,54.436,126.888,70.978,124.716,99.073,69.326,121.54,74.567,10.296,141.022,74.47,64.116,99.478,88.608,72.223,53.6,34.634,114.194,90.318,149.426,52.225,77.812,97.805,62.549,66.8,80.002,75.608,104.426,151.321,77.499,60.359,130.679,74.052,109.72,91.863,116.487,98.023,123.465,82.762,58.259,55.516,62.691,116.988,69.043,74.082,103.666,123.677,40.238,96.218,102.235,79.52,41.483,104.498,47.81,72.021,34.432,94.635,0,94.47,101.244,102.102,107.608,111.37,46.277,79.958,43.076,88.485,69.096,75.702,58.99,58.262,66.97,142.041,72.147,114.247,60.815,120.794,86.587,16.159,117.793,48.663,100.337,97.333,93.589,95.377,67.502,70.596,68.189,69.027,97.493,109.449,91.61,91.911,88.009,71.062,81.687,103.079,63.834,65.74,116.153,42.488,18.491,73.448,79.859,155.79,98.64,86.555,80.436,86.956, 
Fraccionamiento Rancho Alegre,115.459,26.005,61.963,114.884,72.906,45.813,74.702,31.225,53.858,105.889,92.036,44.217,48.393,27.719,109.244,104.89,113.301,42.833,46.934,84.332,54.162,140.972,62.465,13.109,73.136,27.41,52.938,83.641,25.145,50.335,146.969,88.752,20.077,97.142,137.477,54.863,57.995,23.782,12.601,107.951,30.44,135.287,115.207,38.405,31.225,30.312,40.1,97.36,47.077,14.248,113.077,99.491,51.118,25.007,27.415,25.176,20.271,80.307,76.765,11.679,20.634,41.581,58.906,22.897,79.78,24.56,61.083,8.266,94.47,0,7.877,6.731,12.237,15.999,130.791,18.36,62.87,38.421,74.657,22.232,46.574,67.058,39.853,74.177,36.021,27.718,112.061,47.713,19.993,90.421,106.99,97.131,8.969,98.985,17.84,19.628,85.181,55.893,36.136,33.266,31.731,14.078,21.637,12.918,21.528,34.527,87.249,35.766,35.365,39.894,39.47,71.575,109,51.997,20.091,87.926,30.775,19.958,33.128,27.772, 
El Capuln,109.946,19.416,56.45,117.696,79.68,48.624,81.476,25.713,60.632,100.376,96.727,50.991,42.881,21.949,112.056,111.664,120.075,37.321,49.746,91.106,56.973,135.459,69.239,15.92,75.948,21.897,57.364,78.128,19.632,44.822,141.456,83.239,14.564,103.916,144.251,49.35,52.482,18.269,7.088,102.438,24.927,142.061,118.019,32.892,25.713,33.124,42.911,104.134,49.888,9.079,107.564,106.265,45.605,19.494,21.645,19.663,23.082,74.794,71.252,6.166,23.445,44.393,65.68,25.708,74.267,17.971,67.857,11.077,101.244,7.877,0,8.119,13.625,17.387,119.535,12.463,51.614,31.484,76.044,16.335,36.832,68.445,43.028,75.565,37.408,29.106,113.448,40.776,14.096,79.165,100.053,98.518,10.357,100.372,19.228,21.016,73.925,48.956,22.205,34.653,24.793,15.466,23.024,14.305,13.623,22.576,88.636,37.154,28.428,41.281,40.858,72.962,110.387,53.384,14.256,89.314,32.163,21.345,34.515,29.16, 
La Alameda,110.804,27.671,57.308,116.55,80.538,47.478,82.334,20.148,61.49,101.234,97.585,51.849,29.804,29.385,110.91,112.522,120.933,24.244,48.6,91.964,55.827,136.317,70.097,9.056,74.802,22.755,58.222,78.986,15.037,45.68,142.314,84.097,15.422,104.774,145.109,50.208,53.34,19.127,1.736,103.296,25.785,142.919,116.873,33.75,20.148,31.978,41.765,104.992,48.742,15.914,108.422,107.123,46.463,14.899,29.081,20.521,21.936,75.652,72.11,7.024,22.299,43.247,66.538,24.562,75.125,26.226,68.715,9.931,102.102,6.731,8.119,0,6.607,10.369,129.713,14.614,61.792,36.167,73.578,18.486,45.496,65.979,38.775,59.561,34.943,13.535,110.982,45.459,16.247,89.343,104.736,96.052,2.233,97.906,9.5,8.112,84.103,53.639,24.356,32.188,29.477,8.448,20.559,11.84,20.45,33.449,86.17,25.632,33.111,38.816,29.336,70.496,107.921,50.918,16.345,73.31,24.554,18.88,32.049,26.694, 
Galaxia Bonito Jalisco,116.31,33.177,62.814,122.056,86.044,52.984,87.84,14.229,66.996,106.74,103.091,57.355,25.468,34.891,116.416,118.028,126.439,19.908,54.106,97.47,60.306,141.823,75.603,13.121,80.308,28.261,63.728,84.492,10.701,58.126,147.82,89.603,20.928,110.28,150.615,55.714,58.846,24.633,6.614,115.743,31.291,148.425,122.379,39.256,14.229,37.484,47.271,110.498,54.248,21.42,113.928,112.629,51.969,10.563,34.587,26.027,27.442,88.098,77.616,12.53,27.805,48.753,72.044,30.068,80.631,31.732,74.221,15.437,107.608,12.237,13.625,6.607,0,5.694,135.076,19.977,67.155,41.53,78.941,23.849,50.859,71.342,44.138,55.191,40.306,8.86,116.345,50.822,21.61,94.706,110.099,101.415,5.966,103.269,12.694,11.306,89.466,59.002,29.719,37.551,34.84,3.773,18.582,17.203,21.122,38.812,91.533,28.826,38.474,44.179,24.966,75.859,113.284,58.869,21.708,68.94,27.748,24.243,37.412,32.057, 
Juanacatln,117.766,36.939,64.27,125.818,89.806,43.166,91.602,11.928,70.758,108.196,104.547,61.117,17.544,38.653,120.178,121.79,130.201,11.984,57.868,101.232,53.604,143.279,79.365,16.883,84.07,32.023,67.49,85.948,8.4,53.668,149.276,91.059,24.69,114.042,154.377,57.17,61.002,28.395,10.377,111.285,35.053,152.187,126.141,43.018,11.928,41.246,37.895,114.26,44.873,25.182,115.384,116.391,53.425,8.262,38.349,29.789,31.204,83.64,79.072,16.292,21.176,52.515,75.806,19.909,82.087,35.494,77.983,19.199,111.37,15.999,17.387,10.369,5.694,0,138.837,23.738,70.916,45.291,80.526,27.61,54.62,72.927,47.899,48.624,44.067,6.681,117.93,40.347,25.371,98.467,113.86,103,9.726,104.854,16.454,15.066,93.227,62.763,33.48,41.312,38.601,3.667,22.342,20.964,24.882,42.573,93.118,26.006,42.235,47.94,18.398,77.444,114.869,56.048,25.469,62.373,20.698,28.004,38.997,30.387, 
Tecolotln,155.389,102.206,107.058,157.108,49.751,154.166,62.662,136.472,69.046,54.358,51.97,81.188,153.64,97.73,151.468,125.825,72.867,148.292,101.319,37.048,167.774,120.566,90.868,126.23,115.36,98.975,80.352,83.167,140.946,128.797,197.96,100.758,104.564,124.557,37.295,115.334,131.821,102.36,131.178,187.7,104.251,14.459,157.431,100.804,136.472,118.615,143.239,124.775,150.217,109.514,104.355,59.057,111.225,143.74,95.795,100.834,130.418,160.056,88.771,122.97,128.987,106.272,68.235,131.25,96.343,98.773,61.184,121.387,46.277,130.791,119.535,129.713,135.076,138.837,0,106.645,69.763,115.172,117.717,102.389,85.677,106.883,93.657,169.828,98.834,140.934,108.914,147.481,113.274,42.846,144.48,96.762,127.024,145.954,120.276,122.064,94.189,97.283,94.876,95.714,124.18,136.136,118.297,118.598,114.696,97.749,130.308,130.866,90.521,92.427,143.94,91.109,66.59,122.068,106.546,183.577,126.427,113.242,112.023,113.643, 
